"ID","P.Value","t","logFC","Gene.symbol","Gene.title","Gene.ID"
"236255_at",5.81e-05,5.71,1.26,"PLEKHG4B","pleckstrin homology and RhoGEF domain containing G4B","153478"
"205954_at",5.81e-05,-5.71,-1.53,"RXRG","retinoid X receptor gamma","6258"
"223220_s_at",5.83e-05,-5.71,-0.84,"PARP9","poly(ADP-ribose) polymerase family member 9","83666"
"1555912_at",5.84e-05,5.71,1.11,"ST7-AS1","ST7 antisense RNA 1","93653"
"48031_r_at",5.87e-05,5.71,1.36,"FAXDC2","fatty acid hydroxylase domain containing 2","10826"
"231348_s_at",5.88e-05,-5.71,-0.979,"LMO3","LIM domain only 3","55885"
"221042_s_at",5.89e-05,5.7,0.774,"CLMN","calmin","79789"
"227055_at",5.91e-05,-5.7,-2.23,"METTL7B","methyltransferase like 7B","196410"
"215047_at",5.95e-05,5.7,2,"TRIM58","tripartite motif containing 58","25893"
"223604_at",5.96e-05,5.7,1.22,"GARNL3","GTPase activating Rap/RanGAP domain like 3","84253"
"230762_at",6.04e-05,5.69,1.06,"","",""
"213423_x_at",6.05e-05,-5.69,-0.844,"TUSC3","tumor suppressor candidate 3","7991"
"202481_at",6.05e-05,-5.69,-1.32,"DHRS3","dehydrogenase/reductase 3","9249"
"204424_s_at",6.07e-05,-5.69,-0.961,"LMO3","LIM domain only 3","55885"
"216718_at",6.09e-05,-5.69,-0.861,"LINC00302","long intergenic non-protein coding RNA 302","388699"
"227177_at",6.1e-05,-5.69,-1.48,"CORO2A","coronin 2A","7464"
"201289_at",6.17e-05,5.68,1.26,"CYR61","cysteine rich angiogenic inducer 61","3491"
"226804_at",6.18e-05,-5.68,-2.61,"FAM20A","family with sequence similarity 20 member A","54757"
"234016_at",6.18e-05,5.68,0.959,"FAM95A","family with sequence similarity 95 member A","90499"
"219630_at",6.21e-05,-5.67,-1.33,"PDZK1IP1","PDZK1 interacting protein 1","10158"
"210652_s_at",6.23e-05,-5.67,-0.872,"TTC39A","tetratricopeptide repeat domain 39A","22996"
"48030_i_at",6.3e-05,5.67,1.2,"FAXDC2","fatty acid hydroxylase domain containing 2","10826"
"240212_at",6.36e-05,-5.66,-0.995,"LOC101930370","uncharacterized LOC101930370","101930370"
"205372_at",6.43e-05,-5.66,-1.94,"PLAG1","PLAG1 zinc finger","5324"
"219090_at",6.5e-05,5.65,0.877,"SLC24A3","solute carrier family 24 member 3","57419"
"212964_at",6.5e-05,5.65,0.926,"HIC2","hypermethylated in cancer 2","23119"
"229372_at",6.51e-05,-5.65,-1.61,"GOLT1A","golgi transport 1A","127845"
"203038_at",6.53e-05,-5.65,-0.526,"PTPRK","protein tyrosine phosphatase, receptor type K","5796"
"202768_at",6.6e-05,5.64,1.53,"FOSB","FosB proto-oncogene, AP-1 transcription factor subunit","2354"
"203638_s_at",6.62e-05,5.64,1.21,"FGFR2","fibroblast growth factor receptor 2","2263"
"207980_s_at",6.62e-05,5.64,2,"CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2","10370"
"202741_at",6.7e-05,5.63,0.947,"PRKACB","protein kinase cAMP-activated catalytic subunit beta","5567"
"208707_at",6.82e-05,5.62,1.66,"EIF5","eukaryotic translation initiation factor 5","1983"
"202788_at",6.85e-05,-5.62,-0.72,"MAPKAPK3","mitogen-activated protein kinase-activated protein kinase 3","7867"
"217226_s_at",6.88e-05,-5.62,-0.785,"SFXN3","sideroflexin 3","81855"
"203180_at",6.95e-05,-5.61,-2.65,"ALDH1A3","aldehyde dehydrogenase 1 family member A3","220"
"231532_at",6.96e-05,5.61,0.962,"NCAM1","neural cell adhesion molecule 1","4684"
"227404_s_at",6.99e-05,5.61,0.438,"EGR1","early growth response 1","1958"
"227070_at",7.03e-05,5.6,1.78,"GLT8D2","glycosyltransferase 8 domain containing 2","83468"
"203685_at",7.05e-05,5.6,1.25,"BCL2","BCL2, apoptosis regulator","596"
"219064_at",7.09e-05,5.6,1.03,"ITIH5","inter-alpha-trypsin inhibitor heavy chain family member 5","80760"
"1560921_at",7.12e-05,5.6,0.507,"ZNF169","zinc finger protein 169","169841"
"1554599_x_at",7.14e-05,5.59,0.607,"LIG3","DNA ligase 3","3980"
"206159_at",7.17e-05,5.59,1.42,"GDF10","growth differentiation factor 10","2662"
"223235_s_at",7.19e-05,5.59,2.21,"SMOC2","SPARC related modular calcium binding 2","64094"
"229492_at",7.22e-05,5.59,0.919,"VANGL1","VANGL planar cell polarity protein 1","81839"
"218858_at",7.29e-05,5.58,1.88,"DEPTOR","DEP domain containing MTOR-interacting protein","64798"
"206192_at",7.29e-05,-5.58,-0.974,"CDSN","corneodesmosin","1041"
"238309_x_at",7.29e-05,5.58,2.02,"","",""
"204686_at",7.31e-05,5.58,1.38,"IRS1","insulin receptor substrate 1","3667"
"201127_s_at",7.33e-05,-5.58,-0.516,"ACLY","ATP citrate lyase","47"
"202883_s_at",7.36e-05,5.58,0.648,"PPP2R1B","protein phosphatase 2 scaffold subunit Abeta","5519"
"228956_at",7.37e-05,5.58,1.68,"UGT8","UDP glycosyltransferase 8","7368"
"200600_at",7.44e-05,-5.57,-0.497,"MSN","moesin","4478"
"214998_at",7.49e-05,5.57,0.699,"AAK1","AP2 associated kinase 1","22848"
"1553599_a_at",7.51e-05,-5.57,-0.744,"SYCP3","synaptonemal complex protein 3","50511"
"230900_at",7.51e-05,5.57,0.775,"CCDC110","coiled-coil domain containing 110","256309"
"224836_at",7.53e-05,5.56,1.23,"TP53INP2","tumor protein p53 inducible nuclear protein 2","58476"
"210253_at",7.57e-05,5.56,0.637,"HTATIP2","HIV-1 Tat interactive protein 2","10553"
"240088_at",7.61e-05,-5.56,-1.61,"PDE5A","phosphodiesterase 5A","8654"
"217868_s_at",7.64e-05,-5.56,-0.506,"METTL9","methyltransferase like 9","51108"
"236534_at",7.78e-05,-5.55,-1.53,"BNIPL///C1orf56","BCL2 interacting protein like///chromosome 1 open reading frame 56","149428///54964"
"238727_at",7.78e-05,5.55,1.37,"LOC440934","uncharacterized LOC440934","440934"
"203126_at",7.78e-05,5.55,1.23,"IMPA2","inositol monophosphatase 2","3613"
"236309_x_at",7.87e-05,5.54,0.693,"ZMIZ2","zinc finger MIZ-type containing 2","83637"
"209447_at",7.93e-05,5.53,1.97,"SYNE1","spectrin repeat containing nuclear envelope protein 1","23345"
"229247_at",7.96e-05,5.53,1.34,"FBLN7","fibulin 7","129804"
"224869_s_at",7.97e-05,-5.53,-0.68,"MRPS25","mitochondrial ribosomal protein S25","64432"
"206068_s_at",7.97e-05,-5.53,-0.407,"ACADL","acyl-CoA dehydrogenase, long chain","33"
"204017_at",8.03e-05,-5.53,-1.1,"KDELR3","KDEL endoplasmic reticulum protein retention receptor 3","11015"
"230518_at",8.03e-05,-5.53,-1.7,"MPZL2","myelin protein zero like 2","10205"
"210605_s_at",8.05e-05,-5.53,-0.945,"MFGE8","milk fat globule-EGF factor 8 protein","4240"
"228203_at",8.15e-05,5.52,0.806,"B4GAT1","beta-1,4-glucuronyltransferase 1","11041"
"232313_at",8.21e-05,5.52,1.05,"TMEM132C","transmembrane protein 132C","92293"
"225667_s_at",8.28e-05,-5.51,-1.79,"FAM84A","family with sequence similarity 84 member A","151354"
"209395_at",8.28e-05,-5.51,-3.61,"CHI3L1","chitinase 3 like 1","1116"
"205019_s_at",8.32e-05,5.51,1.5,"VIPR1","vasoactive intestinal peptide receptor 1","7433"
"235849_at",8.35e-05,5.51,0.89,"SCARA5","scavenger receptor class A member 5","286133"
"212110_at",8.35e-05,5.51,0.981,"SLC39A14","solute carrier family 39 member 14","23516"
"204606_at",8.41e-05,5.5,2.06,"CCL21","C-C motif chemokine ligand 21","6366"
"236815_at",8.43e-05,-5.5,-0.549,"","",""
"203675_at",8.47e-05,5.5,1.13,"NUCB2","nucleobindin 2","4925"
"212372_at",8.48e-05,-5.5,-1.16,"MYH10","myosin, heavy chain 10, non-muscle","4628"
"1555950_a_at",8.52e-05,-5.49,-2.01,"CD55","CD55 molecule (Cromer blood group)","1604"
"236718_at",8.54e-05,5.49,0.666,"MYO10","myosin X","4651"
"236915_at",8.57e-05,5.49,1.48,"C4orf47","chromosome 4 open reading frame 47","441054"
"202436_s_at",8.58e-05,-5.49,-2.53,"CYP1B1","cytochrome P450 family 1 subfamily B member 1","1545"
"224412_s_at",8.65e-05,5.49,0.663,"TRPM6","transient receptor potential cation channel subfamily M member 6","140803"
"222173_s_at",8.73e-05,-5.48,-1.73,"TBC1D2","TBC1 domain family member 2","55357"
"204466_s_at",8.74e-05,5.48,0.657,"SNCA","synuclein alpha","6622"
"201041_s_at",8.8e-05,5.48,0.594,"DUSP1","dual specificity phosphatase 1","1843"
"225571_at",8.89e-05,5.47,1.9,"LIFR","leukemia inhibitory factor receptor alpha","3977"
"222546_s_at",8.93e-05,5.47,0.546,"EPS8L2","EPS8 like 2","64787"
"208228_s_at",9.04e-05,5.46,1.23,"FGFR2","fibroblast growth factor receptor 2","2263"
"203059_s_at",9.05e-05,5.46,0.51,"PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2","9060"
"202435_s_at",9.06e-05,-5.46,-1.96,"CYP1B1","cytochrome P450 family 1 subfamily B member 1","1545"
"225734_at",9.09e-05,-5.46,-0.677,"FBXO22","F-box protein 22","26263"
"204797_s_at",9.1e-05,5.46,1.02,"EML1","echinoderm microtubule associated protein like 1","2009"
"223194_s_at",9.11e-05,5.46,0.643,"SLC22A23","solute carrier family 22 member 23","63027"
"235386_at",9.17e-05,5.45,1.05,"","",""
"233920_at",9.2e-05,5.45,0.802,"","",""
"238032_at",9.26e-05,-5.45,-1.12,"","",""
"243109_at",9.29e-05,-5.45,-1.17,"MCTP2","multiple C2 and transmembrane domain containing 2","55784"
"209555_s_at",9.49e-05,5.43,1.93,"CD36","CD36 molecule","948"
"222570_at",9.58e-05,5.43,0.633,"NCS1","neuronal calcium sensor 1","23413"
"235085_at",9.6e-05,5.43,1.28,"SGK223","homolog of rat pragma of Rnd2","157285"
"223475_at",9.6e-05,5.43,1.05,"CRISPLD1","cysteine rich secretory protein LCCL domain containing 1","83690"
"230844_at",9.65e-05,5.42,1.12,"LOC440934","uncharacterized LOC440934","440934"
"212510_at",9.66e-05,5.42,0.725,"GPD1L","glycerol-3-phosphate dehydrogenase 1-like","23171"
"229130_at",9.69e-05,5.42,1.45,"","",""
"224325_at",9.69e-05,5.42,1.23,"MIR4683///FZD8","microRNA 4683///frizzled class receptor 8","100616500///8325"
"222450_at",9.71e-05,-5.42,-0.949,"PMEPA1","prostate transmembrane protein, androgen induced 1","56937"
"209396_s_at",9.73e-05,-5.42,-3.23,"CHI3L1","chitinase 3 like 1","1116"
"227394_at",9.77e-05,5.42,2.37,"NCAM1","neural cell adhesion molecule 1","4684"
"235152_at",9.82e-05,-5.41,-1.16,"LOC101927204","uncharacterized LOC101927204","101927204"
"220108_at",9.88e-05,5.41,0.681,"GNA14","G protein subunit alpha 14","9630"
"209457_at",9.89e-05,-5.41,-1.88,"DUSP5","dual specificity phosphatase 5","1847"
"235977_at",9.93e-05,-5.41,-1.85,"LONRF2","LON peptidase N-terminal domain and ring finger 2","164832"
"217127_at",0.000101,5.4,1.24,"CTH","cystathionine gamma-lyase","1491"
"201899_s_at",0.000101,-5.4,-0.52,"UBE2A","ubiquitin conjugating enzyme E2 A","7319"
"231431_s_at",0.000101,5.4,0.933,"INAFM2","InaF motif containing 2","100505573"
"213258_at",0.000102,5.39,1.25,"TFPI","tissue factor pathway inhibitor","7035"
"230158_at",0.000102,5.39,1.64,"DPY19L2","dpy-19 like 2","283417"
"239006_at",0.000102,5.39,2.55,"SLC26A7","solute carrier family 26 member 7","115111"
"208892_s_at",0.000103,-5.38,-1.01,"DUSP6","dual specificity phosphatase 6","1848"
"220603_s_at",0.000104,-5.38,-1.03,"MCTP2","multiple C2 and transmembrane domain containing 2","55784"
"235883_at",0.000107,5.37,0.739,"LOC101928068","uncharacterized LOC101928068","101928068"
"203409_at",0.000107,-5.36,-1.46,"DDB2","damage specific DNA binding protein 2","1643"
"230132_at",0.000108,5.36,0.849,"PCAT19","prostate cancer associated transcript 19 (non-protein coding)","100505495"
"1569338_at",0.000109,5.35,0.562,"LOC101928123","uncharacterized LOC101928123","101928123"
"205490_x_at",0.000109,-5.35,-1.16,"GJB3","gap junction protein beta 3","2707"
"223673_at",0.00011,5.35,0.708,"RFX4","regulatory factor X4","5992"
"1554234_at",0.00011,5.35,0.694,"KATNAL2","katanin catalytic subunit A1 like 2","83473"
"232404_at",0.00011,-5.35,-1.31,"SHROOM4","shroom family member 4","57477"
"204773_at",0.00011,5.35,0.937,"IL11RA","interleukin 11 receptor subunit alpha","3590"
"214174_s_at",0.00011,-5.35,-2.22,"PDLIM4","PDZ and LIM domain 4","8572"
"214930_at",0.000111,5.34,0.963,"SLITRK5","SLIT and NTRK like family member 5","26050"
"226809_at",0.000112,5.34,0.994,"FAR2P3///FAR2P2","fatty acyl-CoA reductase 2 pseudogene 3///fatty acyl-CoA reductase 2 pseudogene 2","100288897///100216479"
"235867_at",0.000112,5.34,1.53,"GSTM3","glutathione S-transferase mu 3","2947"
"1555270_a_at",0.000113,5.33,0.952,"WFS1","wolframin ER transmembrane glycoprotein","7466"
"231872_at",0.000114,5.33,0.959,"LRRCC1","leucine rich repeat and coiled-coil centrosomal protein 1","85444"
"238966_at",0.000114,-5.33,-1.59,"CELF4","CUGBP, Elav-like family member 4","56853"
"226822_at",0.000114,5.33,0.929,"STOX2","storkhead box 2","56977"
"205357_s_at",0.000115,5.33,1.66,"AGTR1","angiotensin II receptor type 1","185"
"223185_s_at",0.000116,-5.32,-1.11,"BHLHE41","basic helix-loop-helix family member e41","79365"
"227143_s_at",0.000117,-5.32,-1.36,"BID","BH3 interacting domain death agonist","637"
"49452_at",0.000118,5.31,1.42,"ACACB","acetyl-CoA carboxylase beta","32"
"211165_x_at",0.000118,-5.31,-0.66,"EPHB2","EPH receptor B2","2048"
"230689_at",0.000119,5.31,0.785,"","",""
"202746_at",0.000119,5.31,0.812,"ITM2A","integral membrane protein 2A","9452"
"226899_at",0.00012,-5.3,-2.03,"UNC5B","unc-5 netrin receptor B","219699"
"205139_s_at",0.00012,5.3,1.13,"UST","uronyl 2-sulfotransferase","10090"
"218559_s_at",0.00012,5.3,1.31,"MAFB","MAF bZIP transcription factor B","9935"
"214414_x_at",0.000121,5.3,1.99,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","3040///3039"
"224480_s_at",0.000122,5.29,1.39,"GPAT3","glycerol-3-phosphate acyltransferase 3","84803"
"203580_s_at",0.000122,5.29,1.19,"SLC7A6","solute carrier family 7 member 6","9057"
"202180_s_at",0.000122,-5.29,-0.603,"MVP","major vault protein","9961"
"210471_s_at",0.000123,5.29,1.26,"KCNAB1","potassium voltage-gated channel subfamily A member regulatory beta subunit 1","7881"
"203230_at",0.000123,-5.29,-0.812,"DVL1","dishevelled segment polarity protein 1","1855"
"209227_at",0.000123,-5.29,-1.13,"TUSC3","tumor suppressor candidate 3","7991"
"204920_at",0.000123,5.29,1.16,"CPS1","carbamoyl-phosphate synthase 1","1373"
"227577_at",0.000124,5.28,0.405,"EXOC8","exocyst complex component 8","149371"
"230220_at",0.000124,5.28,0.583,"UNC80","unc-80 homolog, NALCN activator","285175"
"229054_at",0.000125,5.28,0.825,"","",""
"43427_at",0.000125,5.28,1.39,"ACACB","acetyl-CoA carboxylase beta","32"
"239262_at",0.000127,5.27,1.23,"","",""
"235871_at",0.000127,-5.27,-0.762,"LIPH","lipase H","200879"
"228399_at",0.000129,5.26,0.771,"OSR1","odd-skipped related transciption factor 1","130497"
"218723_s_at",0.000131,5.25,1.08,"RGCC","regulator of cell cycle","28984"
"203178_at",0.000131,5.25,1.44,"GATM","glycine amidinotransferase","2628"
"244297_at",0.000131,5.25,1.77,"ANKRD18A","ankyrin repeat domain 18A","253650"
"206070_s_at",0.000131,5.25,1.34,"EPHA3","EPH receptor A3","2042"
"228249_at",0.000131,5.25,1.83,"C11orf74","chromosome 11 open reading frame 74","119710"
"204932_at",0.000132,5.25,2.39,"TNFRSF11B","TNF receptor superfamily member 11b","4982"
"221928_at",0.000135,5.24,1.17,"ACACB","acetyl-CoA carboxylase beta","32"
"229823_at",0.000135,-5.23,-2.78,"RIMS2","regulating synaptic membrane exocytosis 2","9699"
"238784_at",0.000136,5.23,1.87,"DPY19L2","dpy-19 like 2","283417"
"205289_at",0.000136,5.23,2.09,"BMP2","bone morphogenetic protein 2","650"
"1556687_a_at",0.000137,-5.23,-0.519,"LOC101927308///CLDN10","uncharacterized LOC101927308///claudin 10","101927308///9071"
"202747_s_at",0.000137,5.23,1.12,"ITM2A","integral membrane protein 2A","9452"
"238116_at",0.000137,5.23,1.08,"DYNLRB2","dynein light chain roadblock-type 2","83657"
"242763_at",0.000138,5.23,2,"","",""
"1561700_at",0.000138,-5.22,-0.794,"","",""
"227405_s_at",0.000138,5.22,0.672,"MIR4683///FZD8","microRNA 4683///frizzled class receptor 8","100616500///8325"
"211163_s_at",0.000138,-5.22,-0.658,"TNFRSF10C","TNF receptor superfamily member 10c","8794"
"226864_at",0.00014,5.22,1.35,"PKIA","protein kinase (cAMP-dependent, catalytic) inhibitor alpha","5569"
"240727_s_at",0.00014,5.22,1.14,"","",""
"216347_s_at",0.00014,5.21,0.742,"PPP1R13B","protein phosphatase 1 regulatory subunit 13B","23368"
"244347_at",0.000142,-5.21,-1.09,"","",""
"1562573_at",0.000142,5.21,1.33,"CYP17A1","cytochrome P450 family 17 subfamily A member 1","1586"
"1558077_s_at",0.000142,5.21,1.47,"MDH1B","malate dehydrogenase 1B","130752"
"238147_at",0.000142,-5.21,-0.388,"TRIM46","tripartite motif containing 46","80128"
"228766_at",0.000143,5.21,2.07,"CD36","CD36 molecule","948"
"213839_at",0.000143,5.2,1.6,"CLMN","calmin","79789"
"221868_at",0.000143,5.2,0.757,"PAIP2B","poly(A) binding protein interacting protein 2B","400961"
"201465_s_at",0.000143,5.2,1.59,"JUN","Jun proto-oncogene, AP-1 transcription factor subunit","3725"
"206481_s_at",0.000144,5.2,0.67,"LDB2","LIM domain binding 2","9079"
"219761_at",0.000144,5.2,0.928,"CLEC1A","C-type lectin domain family 1 member A","51267"
"233793_at",0.000144,-5.2,-0.804,"","",""
"212977_at",0.000145,5.2,0.843,"ACKR3","atypical chemokine receptor 3","57007"
"242269_at",0.000145,5.19,0.976,"LINC00982","long intergenic non-protein coding RNA 982","440556"
"235201_at",0.000146,5.19,1.14,"FOXP2","forkhead box P2","93986"
"208158_s_at",0.000146,5.19,1.12,"OSBPL1A","oxysterol binding protein like 1A","114876"
"200635_s_at",0.000148,-5.18,-0.687,"PTPRF","protein tyrosine phosphatase, receptor type F","5792"
"238933_at",0.000149,5.18,1.59,"IRS1","insulin receptor substrate 1","3667"
"241722_x_at",0.000149,5.18,1.38,"","",""
"238363_at",0.000149,-5.18,-0.887,"","",""
"211603_s_at",0.000149,-5.18,-0.534,"ETV4","ETS variant 4","2118"
"212531_at",0.000151,-5.17,-2.4,"LCN2","lipocalin 2","3934"
"238751_at",0.000151,5.17,1.31,"SORBS2","sorbin and SH3 domain containing 2","8470"
"228554_at",0.000152,-5.17,-0.618,"PGR","progesterone receptor","5241"
"203960_s_at",0.000152,5.17,0.851,"HSPB11","heat shock protein family B (small) member 11","51668"
"238488_at",0.000152,5.17,1.27,"LRRC70///IPO11","leucine rich repeat containing 70///importin 11","100130733///51194"
"219873_at",0.000153,5.17,1.07,"COLEC11","collectin subfamily member 11","78989"
"241470_x_at",0.000153,5.17,1.93,"RASSF9","Ras association domain family member 9","9182"
"204872_at",0.000153,5.17,1.36,"TLE4","transducin like enhancer of split 4","7091"
"204834_at",0.000154,5.16,1.16,"FGL2","fibrinogen like 2","10875"
"237108_x_at",0.000154,5.16,0.717,"LINC00982","long intergenic non-protein coding RNA 982","440556"
"231899_at",0.000155,5.16,0.773,"ZC3H12C","zinc finger CCCH-type containing 12C","85463"
"201540_at",0.000155,5.16,1.71,"FHL1","four and a half LIM domains 1","2273"
"235561_at",0.000155,5.16,1.23,"TXNL1","thioredoxin like 1","9352"
"204870_s_at",0.000156,-5.16,-1.86,"PCSK2","proprotein convertase subtilisin/kexin type 2","5126"
"223395_at",0.000156,5.16,1.76,"ABI3BP","ABI family member 3 binding protein","25890"
"210038_at",0.000156,5.16,1.22,"PRKCQ","protein kinase C theta","5588"
"204018_x_at",0.000157,5.15,1.71,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","3040///3039"
"209173_at",0.000158,-5.15,-2.05,"AGR2","anterior gradient 2, protein disulphide isomerase family member","10551"
"243063_at",0.000159,5.15,1.06,"","",""
"221747_at",0.00016,5.14,0.856,"TNS1","tensin 1","7145"
"217414_x_at",0.000161,5.14,1.77,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","3040///3039"
"226249_at",0.000162,-5.14,-0.657,"SNX30","sorting nexin family member 30","401548"
"1552320_a_at",0.000163,5.13,0.564,"CCDC65","coiled-coil domain containing 65","85478"
"242979_at",0.000164,5.13,1.45,"IRS1","insulin receptor substrate 1","3667"
"211699_x_at",0.000164,5.13,1.83,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","3040///3039"
"240986_at",0.000165,-5.13,-1.01,"LOC101928943","uncharacterized LOC101928943","101928943"
"213857_s_at",0.000165,-5.13,-0.625,"CD47","CD47 molecule","961"
"205532_s_at",0.000166,-5.12,-0.715,"CDH6","cadherin 6","1004"
"218805_at",0.000166,5.12,0.918,"GIMAP1-GIMAP5///GIMAP5","GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5","100527949///55340"
"223608_at",0.000166,5.12,0.699,"EFCAB2","EF-hand calcium binding domain 2","84288"
"226541_at",0.000168,5.11,0.916,"FBXO30","F-box protein 30","84085"
"226833_at",0.000168,5.11,0.904,"CYB5D1","cytochrome b5 domain containing 1","124637"
"208454_s_at",0.000169,5.11,1.13,"CPQ","carboxypeptidase Q","10404"
"225566_at",0.000169,-5.11,-0.881,"NRP2","neuropilin 2","8828"
"225369_at",0.000169,5.11,0.95,"ESAM","endothelial cell adhesion molecule","90952"
"1560068_a_at",0.000169,5.11,0.919,"LOC729870","uncharacterized LOC729870","729870"
"231381_at",0.00017,-5.11,-0.654,"MIR4454///ESRG","microRNA 4454///embryonic stem cell related (non-protein coding)","100616234///790952"
"214175_x_at",0.00017,-5.11,-2.52,"PDLIM4","PDZ and LIM domain 4","8572"
"208943_s_at",0.000171,5.1,0.577,"SEC62","SEC62 homolog, preprotein translocation factor","7095"
"239089_at",0.000171,5.1,0.875,"","",""
"210809_s_at",0.000172,-5.1,-2.06,"POSTN","periostin","10631"
"231851_at",0.000175,5.09,0.827,"RAVER2","ribonucleoprotein, PTB binding 2","55225"
"207797_s_at",0.000175,5.09,0.488,"LRP2BP","LRP2 binding protein","55805"
"219179_at",0.000176,5.09,1.23,"DACT1","dishevelled binding antagonist of beta catenin 1","51339"
"227830_at",0.000176,5.09,1.03,"GABRB3","gamma-aminobutyric acid type A receptor beta3 subunit","2562"
"1557617_at",0.000176,-5.09,-1.61,"DCTN1-AS1","DCTN1 antisense RNA 1","100189589"
"229860_x_at",0.000176,-5.09,-1.67,"C4orf48","chromosome 4 open reading frame 48","401115"
"200893_at",0.000177,5.09,0.429,"TRA2B","transformer 2 beta homolog (Drosophila)","6434"
"231788_at",0.000178,-5.08,-0.551,"LPAR5","lysophosphatidic acid receptor 5","57121"
"207357_s_at",0.000182,5.07,0.492,"GALNT10","polypeptide N-acetylgalactosaminyltransferase 10","55568"
"226197_at",0.000183,5.07,1.05,"AR","androgen receptor","367"
"203501_at",0.000185,5.06,1.2,"CPQ","carboxypeptidase Q","10404"
"201926_s_at",0.000185,-5.06,-1.59,"CD55","CD55 molecule (Cromer blood group)","1604"
"203837_at",0.000185,-5.06,-0.855,"MAP3K5","mitogen-activated protein kinase kinase kinase 5","4217"
"206167_s_at",0.000186,5.06,0.701,"ARHGAP6","Rho GTPase activating protein 6","395"
"204813_at",0.000186,5.06,0.831,"MAPK10","mitogen-activated protein kinase 10","5602"
"229844_at",0.000187,5.06,0.701,"FOXP1","forkhead box P1","27086"
"212843_at",0.000187,5.06,1.04,"NCAM1","neural cell adhesion molecule 1","4684"
"203386_at",0.000187,5.06,1.38,"TBC1D4","TBC1 domain family member 4","9882"
"235290_at",0.000187,5.05,0.615,"ZNF782","zinc finger protein 782","158431"
"231179_at",0.000188,5.05,2.3,"IP6K3","inositol hexakisphosphate kinase 3","117283"
"219181_at",0.000188,5.05,1.53,"LIPG","lipase G, endothelial type","9388"
"225646_at",0.000189,-5.05,-1.77,"CTSC","cathepsin C","1075"
"211612_s_at",0.000189,-5.05,-0.717,"IL13RA1","interleukin 13 receptor subunit alpha 1","3597"
"239650_at",0.000189,5.05,1.16,"NCKAP5","NCK associated protein 5","344148"
"231771_at",0.00019,5.05,1.61,"GJB6","gap junction protein beta 6","10804"
"221577_x_at",0.000191,-5.05,-2.13,"GDF15","growth differentiation factor 15","9518"
"238605_at",0.000191,5.04,0.702,"NOL4","nucleolar protein 4","8715"
"217165_x_at",0.000191,5.04,1.8,"MT1F","metallothionein 1F","4494"
"244802_at",0.000191,-5.04,-0.608,"","",""
"211696_x_at",0.000192,5.04,1.77,"HBB","hemoglobin subunit beta","3043"
"207847_s_at",0.000192,-5.04,-2,"MUC1","mucin 1, cell surface associated","4582"
"1555976_s_at",0.000193,5.04,0.991,"MYL12A","myosin light chain 12A","10627"
"213394_at",0.000193,5.04,1.02,"MAPKBP1","mitogen-activated protein kinase binding protein 1","23005"
"227376_at",0.000194,5.04,1.05,"GLI3","GLI family zinc finger 3","2737"
"222587_s_at",0.000197,-5.03,-1.64,"GALNT7","polypeptide N-acetylgalactosaminyltransferase 7","51809"
"225943_at",0.000198,-5.03,-0.777,"NLN","neurolysin","57486"
"208893_s_at",0.000198,-5.03,-1.31,"DUSP6","dual specificity phosphatase 6","1848"
"202724_s_at",0.000198,5.02,0.736,"FOXO1","forkhead box O1","2308"
"227475_at",2e-04,-5.02,-2.06,"FOXQ1","forkhead box Q1","94234"
"242945_at",2e-04,-5.02,-1.39,"FAM20A","family with sequence similarity 20 member A","54757"
"213129_s_at",0.000201,5.02,1.04,"LOC101060817///GCSH","glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H","101060817///2653"
"218102_at",0.000205,-5.01,-0.439,"DERA","deoxyribose-phosphate aldolase","51071"
"205249_at",0.000206,5,1.11,"EGR2","early growth response 2","1959"
"205923_at",0.000206,5,1.61,"RELN","reelin","5649"
"204274_at",0.000206,5,0.718,"EBAG9","estrogen receptor binding site associated, antigen, 9","9166"
"205508_at",0.000207,-5,-0.883,"SCN1B","sodium voltage-gated channel beta subunit 1","6324"
"236436_at",0.000207,5,0.947,"SLC25A45","solute carrier family 25 member 45","283130"
"232859_s_at",0.000208,5,0.819,"MAGI1","membrane associated guanylate kinase, WW and PDZ domain containing 1","9223"
"209274_s_at",0.000208,5,0.447,"ISCA1","iron-sulfur cluster assembly 1","81689"
"220751_s_at",0.000208,5,1.14,"FAXDC2","fatty acid hydroxylase domain containing 2","10826"
"209458_x_at",0.000209,5,1.65,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","3040///3039"
"227176_at",0.000209,-4.99,-0.867,"SLC2A13","solute carrier family 2 member 13","114134"
"205186_at",0.00021,4.99,1.31,"DNALI1","dynein axonemal light intermediate chain 1","7802"
"215768_at",0.00021,4.99,1.16,"","",""
