"ID","P.Value","t","logFC","Gene.symbol","Gene.title","Gene.ID"
"209047_at",0.00102,-3.8644509,-0.94187782,"AQP1","aquaporin 1 (Colton blood group)","358"
"205434_s_at",0.00102,3.8639049,0.6332183,"AAK1","AP2 associated kinase 1","22848"
"206481_s_at",0.00102,3.8634744,0.68154402,"LDB2","LIM domain binding 2","9079"
"50400_at",0.00102,-3.8633987,-0.70352541,"PAOX","polyamine oxidase (exo-N4-amino)","196743"
"234294_x_at",0.00102,-3.863355,-0.43130315,"GATAD2A","GATA zinc finger domain containing 2A","54815"
"223792_at",0.00102,3.8630721,0.32584463,"ZNF2","zinc finger protein 2","7549"
"211037_s_at",0.00102,-3.8620279,-0.38077751,"MBOAT7","membrane bound O-acyltransferase domain containing 7","79143"
"1553927_at",0.00102,-3.8619546,-0.28569233,"C7orf33","chromosome 7 open reading frame 33","202865"
"214173_x_at",0.00102,3.8617418,0.46454243,"URI1","URI1, prefoldin like chaperone","8725"
"226946_at",0.00102,3.8615901,0.82854125,"NADK2","NAD kinase 2, mitochondrial","133686"
"205037_at",0.00102,3.861171,0.65448967,"IFT27","intraflagellar transport 27","11020"
"236197_at",0.00103,3.8605647,0.31867205,"","",""
"228705_at",0.00103,-3.8603918,-0.28564662,"CAPN12","calpain 12","147968"
"208791_at",0.00103,-3.8602511,-0.66464131,"CLU","clusterin","1191"
"1558250_s_at",0.00103,3.8601593,0.43256724,"","",""
"204040_at",0.00103,-3.8593522,-0.55782713,"RNF144A","ring finger protein 144A","9781"
"237623_at",0.00103,-3.8586289,-0.25356883,"CST3","cystatin C","1471"
"1562802_at",0.00103,-3.8580728,-0.23763215,"LINC00210","long intergenic non-protein coding RNA 210","100885798"
"226545_at",0.00103,-3.8579097,-1.63603393,"CD109","CD109 molecule","135228"
"226967_at",0.00103,-3.8578507,-0.2659357,"FIZ1","FLT3 interacting zinc finger 1","84922"
"204733_at",0.00103,-3.8574825,-0.42654861,"KLK6","kallikrein related peptidase 6","5653"
"219892_at",0.00103,3.8570539,0.7656388,"TM6SF1","transmembrane 6 superfamily member 1","53346"
"240214_at",0.00103,3.8568255,0.47348959,"RWDD1","RWD domain containing 1","51389"
"243041_s_at",0.00103,3.8566228,0.59230652,"","",""
"227428_at",0.00103,3.8564582,0.638182,"GABPA","GA binding protein transcription factor alpha subunit","2551"
"240042_at",0.00104,-3.8563874,-0.40440143,"FIBCD1","fibrinogen C domain containing 1","84929"
"240665_at",0.00104,-3.8561206,-0.37404528,"","",""
"228856_at",0.00104,3.855643,0.38710826,"ZNF747","zinc finger protein 747","65988"
"38892_at",0.00104,3.8554383,0.43196665,"GLTSCR1L","GLTSCR1 like","23506"
"202883_s_at",0.00104,3.8553741,0.50198784,"PPP2R1B","protein phosphatase 2 scaffold subunit Abeta","5519"
"243259_at",0.00104,3.8553396,0.29384425,"ATXN7","ataxin 7","6314"
"222698_s_at",0.00104,3.8550425,0.91970342,"IMPACT","impact RWD domain protein","55364"
"227015_at",0.00104,-3.8543128,-0.37852378,"ASPHD2","aspartate beta-hydroxylase domain containing 2","57168"
"235210_s_at",0.00104,3.8542791,0.80749976,"SBSPON","somatomedin B and thrombospondin type 1 domain containing","157869"
"201516_at",0.00104,-3.8541357,-0.35736937,"SRM","spermidine synthase","6723"
"1557136_at",0.00104,-3.8537389,-0.66403731,"ATP13A4","ATPase 13A4","84239"
"208172_s_at",0.00104,-3.8529787,-0.27261008,"KCNB2","potassium voltage-gated channel subfamily B member 2","9312"
"224553_s_at",0.00104,-3.8528909,-0.3963658,"TNFRSF18","TNF receptor superfamily member 18","8784"
"231746_at",0.00104,-3.852585,-0.24709468,"MIXL1","Mix paired-like homeobox","83881"
"226913_s_at",0.00104,-3.8524124,-0.57519505,"SOX8","SRY-box 8","30812"
"225417_at",0.00104,3.8523383,0.32583015,"EPC1","enhancer of polycomb homolog 1","80314"
"208812_x_at",0.00104,-3.852324,-0.44599815,"HLA-C","major histocompatibility complex, class I, C","3107"
"213258_at",0.00105,3.8515529,1.43082037,"TFPI","tissue factor pathway inhibitor","7035"
"225183_at",0.00105,3.8515508,0.42159258,"C16orf72","chromosome 16 open reading frame 72","29035"
"201994_at",0.00105,3.8509715,0.30726118,"MORF4L2","mortality factor 4 like 2","9643"
"219234_x_at",0.00105,3.8508632,0.52582396,"SCRN3","secernin 3","79634"
"229653_at",0.00105,3.8507347,0.39769588,"VPS53","VPS53, GARP complex subunit","55275"
"204306_s_at",0.00105,-3.8504055,-0.7627831,"CD151","CD151 molecule (Raph blood group)","977"
"222983_s_at",0.00105,3.850402,0.60583866,"PAIP2","poly(A) binding protein interacting protein 2","51247"
"1555215_a_at",0.00105,-3.8502998,-0.26403433,"HRH3","histamine receptor H3","11255"
"235743_at",0.00105,3.8501989,0.38885305,"","",""
"1556168_s_at",0.00105,3.8499648,0.63804881,"MROH2A","maestro heat like repeat family member 2A","339766"
"212345_s_at",0.00105,3.8498633,0.65969244,"CREB3L2","cAMP responsive element binding protein 3 like 2","64764"
"202856_s_at",0.00105,-3.8492627,-0.80507643,"MIR6787///SLC16A3","microRNA 6787///solute carrier family 16 member 3","102465472///9123"
"1562228_s_at",0.00105,-3.8492318,-0.36069881,"PDE5A","phosphodiesterase 5A","8654"
"206040_s_at",0.00105,-3.8491873,-0.3442358,"MAPK11","mitogen-activated protein kinase 11","5600"
"219777_at",0.00105,3.8491708,0.78689948,"GIMAP6","GTPase, IMAP family member 6","474344"
"238318_at",0.00105,3.8490513,0.33529204,"","",""
"225558_at",0.00105,3.8487732,0.29455546,"GIT2","GIT ArfGAP 2","9815"
"206573_at",0.00105,-3.848615,-0.36045888,"KCNQ3","potassium voltage-gated channel subfamily Q member 3","3786"
"221205_at",0.00105,-3.8484721,-0.23877787,"","",""
"212539_at",0.00105,-3.8483396,-0.33090336,"CHD1L","chromodomain helicase DNA binding protein 1 like","9557"
"1557070_at",0.00106,-3.8474959,-0.29469148,"TFAP2A-AS1","TFAP2A antisense RNA 1","100130275"
"219669_at",0.00106,-3.8471948,-0.36479916,"CD177","CD177 molecule","57126"
"218537_at",0.00106,-3.8468465,-0.47499342,"HCFC1R1","host cell factor C1 regulator 1","54985"
"216295_s_at",0.00106,-3.8466088,-0.364328,"CLTA","clathrin light chain A","1211"
"1569940_at",0.00106,3.8461538,0.59247199,"SLC6A16","solute carrier family 6 member 16","28968"
"1565937_a_at",0.00106,-3.8461033,-0.54745508,"LMO3","LIM domain only 3","55885"
"223821_s_at",0.00106,-3.8458603,-0.36423004,"SUSD4","sushi domain containing 4","55061"
"239218_at",0.00106,-3.8455067,-0.61752677,"PDE1C","phosphodiesterase 1C","5137"
"230625_s_at",0.00106,3.8454868,0.56820017,"TSPAN12","tetraspanin 12","23554"
"206409_at",0.00106,-3.8453677,-0.34895046,"TIAM1","T-cell lymphoma invasion and metastasis 1","7074"
"213180_s_at",0.00106,3.8451799,0.42452797,"GOSR2","golgi SNAP receptor complex member 2","9570"
"218006_s_at",0.00106,3.8449481,1.09822427,"ZNF22","zinc finger protein 22","7570"
"235245_at",0.00106,-3.8448484,-0.48032056,"TMEM92","transmembrane protein 92","162461"
"217897_at",0.00106,3.8448183,0.98558462,"FXYD6","FXYD domain containing ion transport regulator 6","53826"
"215768_at",0.00106,3.8446613,0.36457861,"","",""
"202603_at",0.00107,3.8436642,0.4131103,"ADAM10","ADAM metallopeptidase domain 10","102"
"219749_at",0.00107,-3.8434915,-0.60545822,"SH2D4A","SH2 domain containing 4A","63898"
"204139_x_at",0.00107,3.8432711,0.3182888,"MZF1","myeloid zinc finger 1","7593"
"1555881_s_at",0.00107,-3.8431675,-0.52435094,"LZTS2","leucine zipper tumor suppressor 2","84445"
"225884_s_at",0.00107,3.8430688,0.49308284,"GZF1","GDNF inducible zinc finger protein 1","64412"
"218653_at",0.00107,3.842742,1.44803825,"SLC25A15","solute carrier family 25 member 15","10166"
"222237_s_at",0.00107,3.8426592,0.61335842,"ZNF112","zinc finger protein 112","7771"
"1567105_at",0.00107,-3.8424841,-0.400964,"","",""
"235473_at",0.00107,3.8415622,0.45883417,"","",""
"218718_at",0.00107,-3.8413618,-0.63019825,"PDGFC","platelet derived growth factor C","56034"
"36084_at",0.00107,-3.8410278,-0.36765971,"CUL7","cullin 7","9820"
"204838_s_at",0.00107,3.8404105,0.47765303,"MLH3","mutL homolog 3","27030"
"204246_s_at",0.00107,3.8402262,0.41197236,"DCTN3","dynactin subunit 3","11258"
"203228_at",0.00107,-3.8399867,-0.34759085,"PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3","5050"
"212342_at",0.00108,3.839924,0.33266215,"YIPF6","Yip1 domain family member 6","286451"
"203064_s_at",0.00108,-3.8397091,-0.34644234,"FOXK2","forkhead box K2","3607"
"226780_s_at",0.00108,3.8394066,0.63943514,"FMC1","formation of mitochondrial complex V assembly factor 1 homolog","154791"
"212628_at",0.00108,3.8393304,0.6598817,"PKN2","protein kinase N2","5586"
"224792_at",0.00108,-3.8389278,-0.35982473,"TNKS1BP1","tankyrase 1 binding protein 1","85456"
"202595_s_at",0.00108,-3.8384471,-0.38769923,"LEPROTL1","leptin receptor overlapping transcript-like 1","23484"
"1558662_s_at",0.00108,3.838386,0.54400505,"BANK1","B-cell scaffold protein with ankyrin repeats 1","55024"
"244746_at",0.00108,-3.8380816,-0.26600171,"SEMA6D","semaphorin 6D","80031"
"1559706_at",0.00108,3.8373057,0.80238399,"ARHGEF28","Rho guanine nucleotide exchange factor 28","64283"
"237423_at",0.00108,-3.8369472,-0.70270911,"RSPO4","R-spondin 4","343637"
"201266_at",0.00108,3.8366884,0.58133342,"TXNRD1","thioredoxin reductase 1","7296"
"228710_at",0.00108,3.8364627,0.51523945,"","",""
"231115_at",0.00108,-3.8364086,-0.44914167,"POLH","DNA polymerase eta","5429"
"230098_at",0.00108,3.8361524,0.43533673,"PHF20L1","PHD finger protein 20-like 1","51105"
"202177_at",0.00109,-3.8358366,-0.41985131,"GAS6","growth arrest specific 6","2621"
"223118_s_at",0.00109,3.8355679,0.56557901,"USP47","ubiquitin specific peptidase 47","55031"
"244352_at",0.00109,-3.83534,-0.45388793,"CD84","CD84 molecule","8832"
"218138_at",0.00109,3.8351462,0.43040818,"MKKS","McKusick-Kaufman syndrome","8195"
"223362_s_at",0.00109,-3.8344848,-0.29291343,"Sep-03","septin 3","55964"
"213936_x_at",0.00109,-3.8342875,-1.55568492,"SFTPB","surfactant protein B","6439"
"240656_at",0.00109,-3.8339656,-0.30568132,"","",""
"240868_at",0.00109,-3.8337434,-0.41277499,"LOC100129406","uncharacterized LOC100129406","100129406"
"237939_at",0.00109,3.8334499,0.57881083,"EPHA5","EPH receptor A5","2044"
"1552665_at",0.00109,3.8333663,0.38530015,"JMJD1C-AS1","JMJD1C antisense RNA 1","84989"
"243580_at",0.00109,3.8329746,0.50943026,"GNA14","G protein subunit alpha 14","9630"
"227272_at",0.00109,3.8325322,0.78901105,"C15orf52","chromosome 15 open reading frame 52","388115"
"223411_at",0.00109,-3.8324213,-0.60650373,"MIF4GD","MIF4G domain containing","57409"
"219513_s_at",0.00109,-3.8324204,-0.74781391,"SH2D3A","SH2 domain containing 3A","10045"
"204632_at",0.00109,-3.8322857,-0.38656662,"RPS6KA4","ribosomal protein S6 kinase A4","8986"
"238035_at",0.00109,3.832141,0.49006851,"SP3","Sp3 transcription factor","6670"
"228736_at",0.0011,3.8318125,0.48930905,"HELQ","helicase, POLQ-like","113510"
"202635_s_at",0.0011,3.8316375,0.60706635,"POLR2K","RNA polymerase II subunit K","5440"
"212785_s_at",0.0011,3.8309333,0.37671385,"LARP7","La ribonucleoprotein domain family member 7","51574"
"211615_s_at",0.0011,3.8302698,0.30776507,"LRPPRC","leucine rich pentatricopeptide repeat containing","10128"
"218351_at",0.0011,3.8298004,0.47045728,"COMMD8","COMM domain containing 8","54951"
"213405_at",0.0011,3.8296359,0.42770926,"RAB22A","RAB22A, member RAS oncogene family","57403"
"225139_at",0.0011,3.8293624,0.4890436,"NFATC3","nuclear factor of activated T-cells 3","4775"
"224516_s_at",0.0011,-3.8284153,-0.55301228,"CXXC5","CXXC finger protein 5","51523"
"228434_at",0.0011,3.8282281,0.95161891,"BTNL9","butyrophilin like 9","153579"
"218208_at",0.0011,3.8281233,0.59451601,"PQLC1","PQ loop repeat containing 1","80148"
"212108_at",0.00111,3.8278272,0.33016111,"FAF2","Fas associated factor family member 2","23197"
"1558679_at",0.00111,-3.8276858,-0.30546081,"NOL4L","nucleolar protein 4 like","140688"
"220553_s_at",0.00111,3.8273766,0.51793541,"PRPF39","pre-mRNA processing factor 39","55015"
"225637_at",0.00111,-3.8272215,-0.34541333,"DEF8","differentially expressed in FDCP 8 homolog","54849"
"209591_s_at",0.00111,3.8265329,0.6302941,"BMP7","bone morphogenetic protein 7","655"
"210312_s_at",0.00111,3.8264078,0.38036403,"IFT20","intraflagellar transport 20","90410"
"226657_at",0.00111,3.8261754,0.39881431,"NATD1","N-acetyltransferase domain containing 1","256302"
"207977_s_at",0.00111,3.8261698,1.61274852,"DPT","dermatopontin","1805"
"206144_at",0.00111,3.8260409,0.56962318,"MAGI1","membrane associated guanylate kinase, WW and PDZ domain containing 1","9223"
"202541_at",0.00111,3.825902,0.52455005,"AIMP1","aminoacyl tRNA synthetase complex interacting multifunctional protein 1","9255"
"1555349_a_at",0.00111,-3.825569,-0.98988201,"ITGB2","integrin subunit beta 2","3689"
"212971_at",0.00111,3.824971,0.51594527,"CARS","cysteinyl-tRNA synthetase","833"
"238919_at",0.00111,3.8247224,0.88594271,"PCDH9","protocadherin 9","5101"
"224740_at",0.00111,3.8245118,0.53313824,"SMIM15","small integral membrane protein 15","643155"
"216833_x_at",0.00111,-3.824289,-0.23080816,"GYPB","glycophorin B (MNS blood group)","2994"
"220613_s_at",0.00111,-3.8242555,-0.3573129,"SYTL2","synaptotagmin like 2","54843"
"205342_s_at",0.00111,3.8240946,0.64533119,"SULT1C2","sulfotransferase family 1C member 2","6819"
"225798_at",0.00112,3.8238178,0.57237151,"JAZF1","JAZF zinc finger 1","221895"
"235957_at",0.00112,3.8236746,0.60079016,"GRIP1","glutamate receptor interacting protein 1","23426"
"228105_at",0.00112,3.8233892,0.46155219,"","",""
"210129_s_at",0.00112,-3.8233053,-0.31080271,"ARPC4-TTLL3///TTLL3///ARPC4","ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3///actin related protein 2/3 complex subunit 4","100526693///26140///10093"
"244116_at",0.00112,3.8228323,0.58146844,"LOC101927391","uncharacterized LOC101927391","101927391"
"213846_at",0.00112,3.8226453,0.40899355,"COX7C","cytochrome c oxidase subunit 7C","1350"
"231069_at",0.00112,3.822179,0.3800787,"","",""
"227009_at",0.00112,3.8219627,0.33961829,"LOC100507431","uncharacterized LOC100507431","100507431"
"224471_s_at",0.00112,3.8213878,0.32959053,"BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase","8945"
"224480_s_at",0.00112,3.8207771,1.02401388,"GPAT3","glycerol-3-phosphate acyltransferase 3","84803"
"201493_s_at",0.00112,3.8206857,0.61839854,"PUM2","pumilio RNA binding family member 2","23369"
"205953_at",0.00113,3.8201403,0.50888627,"LRIG2","leucine rich repeats and immunoglobulin like domains 2","9860"
"217414_x_at",0.00113,3.8195096,1.5611815,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","3040///3039"
"221796_at",0.00113,3.8192649,0.65027661,"NTRK2","neurotrophic receptor tyrosine kinase 2","4915"
"212483_at",0.00113,3.8192001,0.47958111,"NIPBL","NIPBL, cohesin loading factor","25836"
"221270_s_at",0.00113,3.8187796,0.63298289,"QTRT1","queuine tRNA-ribosyltransferase catalytic subunit 1","81890"
"220750_s_at",0.00113,-3.8184526,-0.37611067,"P3H1","prolyl 3-hydroxylase 1","64175"
"212990_at",0.00113,3.817924,0.7749424,"SYNJ1","synaptojanin 1","8867"
"225532_at",0.00113,3.8177492,0.57695959,"CABLES1","Cdk5 and Abl enzyme substrate 1","91768"
"229425_at",0.00113,3.8176516,0.42631507,"","",""
"219891_at",0.00113,-3.8171243,-0.43106227,"PGPEP1","pyroglutamyl-peptidase I","54858"
"203519_s_at",0.00113,3.8170411,0.51450074,"UPF2","UPF2 regulator of nonsense transcripts homolog (yeast)","26019"
"202665_s_at",0.00113,-3.817035,-0.32753264,"WIPF1","WAS/WASL interacting protein family member 1","7456"
"204050_s_at",0.00114,-3.8163394,-0.34492262,"CLTA","clathrin light chain A","1211"
"202307_s_at",0.00114,-3.8161627,-0.73110579,"TAP1","transporter 1, ATP binding cassette subfamily B member","6890"
"204923_at",0.00114,-3.815458,-0.71122116,"SASH3","SAM and SH3 domain containing 3","54440"
"209815_at",0.00114,3.8153204,0.72527118,"PTCH1","patched 1","5727"
"222266_at",0.00114,3.8150569,0.51778794,"","",""
"237137_at",0.00114,3.8149523,0.84818964,"SCARNA2","small Cajal body-specific RNA 2","677766"
"207969_x_at",0.00114,-3.8125907,-0.30846402,"ACRV1","acrosomal vesicle protein 1","56"
"207627_s_at",0.00115,3.8124882,0.83183361,"TFCP2","transcription factor CP2","7024"
"225655_at",0.00115,-3.8124545,-0.98656825,"UHRF1","ubiquitin like with PHD and ring finger domains 1","29128"
"235125_x_at",0.00115,3.8123631,0.5971797,"MIGA1","mitoguardin 1","374986"
"204214_s_at",0.00115,-3.8114535,-0.37793789,"RAB32","RAB32, member RAS oncogene family","10981"
"230265_at",0.00115,3.8110331,0.86480194,"","",""
"205429_s_at",0.00115,3.8108593,0.41742324,"MPP6","membrane palmitoylated protein 6","51678"
"240927_at",0.00115,3.8104722,0.54118619,"","",""
"212776_s_at",0.00115,3.809838,0.53089067,"OBSL1","obscurin like 1","23363"
"201700_at",0.00115,-3.809582,-0.66336426,"CCND3","cyclin D3","896"
"221925_s_at",0.00115,3.8094383,0.38915149,"CSPP1","centrosome and spindle pole associated protein 1","79848"
"203508_at",0.00115,-3.8093837,-0.76751031,"TNFRSF1B","TNF receptor superfamily member 1B","7133"
"225915_at",0.00115,3.8092618,0.87934374,"CAB39L","calcium binding protein 39 like","81617"
"228234_at",0.00115,3.8092588,0.55147178,"TMED7-TICAM2///TICAM2","TMED7-TICAM2 readthrough///toll like receptor adaptor molecule 2","100302736///353376"
"235572_at",0.00115,-3.8091398,-0.33176669,"SPC24","SPC24, NDC80 kinetochore complex component","147841"
"213388_at",0.00116,-3.8087071,-0.57891763,"LOC101930416///LOC101929792///LOC100996724///PDE4DIP","myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein","101930416///101929792///100996724///9659"
"223155_at",0.00116,3.8084492,0.35668335,"HDHD2","haloacid dehalogenase like hydrolase domain containing 2","84064"
"228456_s_at",0.00116,3.8073571,0.35020286,"CDS2","CDP-diacylglycerol synthase 2","8760"
"204594_s_at",0.00116,3.8062199,0.37982732,"MIEF1","mitochondrial elongation factor 1","54471"
"236972_at",0.00116,-3.8057294,-0.66163043,"TRIM63","tripartite motif containing 63","84676"
"223450_s_at",0.00116,3.8050299,0.64077289,"COG3","component of oligomeric golgi complex 3","83548"
"220643_s_at",0.00117,3.8046403,0.73739914,"FAIM","Fas apoptotic inhibitory molecule","55179"
"202960_s_at",0.00117,3.8046289,0.49097401,"MUT","methylmalonyl-CoA mutase","4594"
"236097_at",0.00117,3.8046223,0.37768915,"","",""
"209269_s_at",0.00117,3.804552,0.49122412,"SYK","spleen associated tyrosine kinase","6850"
"219666_at",0.00117,-3.8043853,-0.78513403,"MS4A6A","membrane spanning 4-domains A6A","64231"
"212943_at",0.00117,3.8043763,0.40379436,"C2CD5","C2 calcium dependent domain containing 5","9847"
"236554_x_at",0.00117,-3.8043578,-0.4265366,"TMC8","transmembrane channel like 8","147138"
"229678_at",0.00117,-3.8042094,-0.48957635,"LINC01137","long intergenic non-protein coding RNA 1137","728431"
"230678_at",0.00117,3.8038613,0.3720775,"RGS5","regulator of G-protein signaling 5","8490"
"203348_s_at",0.00117,-3.8034408,-0.54304869,"ETV5","ETS variant 5","2119"
"231899_at",0.00117,3.8033513,0.84521597,"ZC3H12C","zinc finger CCCH-type containing 12C","85463"
"205301_s_at",0.00117,-3.8032345,-0.52880436,"OGG1","8-oxoguanine DNA glycosylase","4968"
"223244_s_at",0.00117,3.8028332,0.39929234,"NDUFA12","NADH:ubiquinone oxidoreductase subunit A12","55967"
"219800_s_at",0.00117,3.8027864,0.34979438,"THNSL1","threonine synthase like 1","79896"
"223614_at",0.00117,-3.8019228,-1.46844584,"MMP16","matrix metallopeptidase 16","4325"
"1558452_at",0.00117,-3.8017063,-0.27395198,"TMEM144","transmembrane protein 144","55314"
"238426_at",0.00117,-3.8013051,-0.38397194,"TMEM130","transmembrane protein 130","222865"
"202519_at",0.00118,3.8011929,0.50401863,"MLXIP","MLX interacting protein","22877"
"203492_x_at",0.00118,3.8010395,0.62227677,"CEP57","centrosomal protein 57","9702"
"1552671_a_at",0.00118,-3.8003515,-0.34541482,"SLC9A7","solute carrier family 9 member A7","84679"
"202336_s_at",0.00118,-3.7995487,-0.53144416,"PAM","peptidylglycine alpha-amidating monooxygenase","5066"
"201619_at",0.00118,3.7994932,0.56113948,"PRDX3","peroxiredoxin 3","10935"
"204670_x_at",0.00118,-3.7992707,-0.90741066,"LOC100996809///HLA-DRB4///HLA-DRB1","HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 1","100996809///3126///3123"
"210053_at",0.00118,3.7985351,0.37223407,"TAF5","TATA-box binding protein associated factor 5","6877"
"203870_at",0.00119,3.7975584,0.56280129,"USP46","ubiquitin specific peptidase 46","64854"
"242128_at",0.00119,-3.7973118,-0.25746113,"OTX2","orthodenticle homeobox 2","5015"
"218115_at",0.00119,-3.7966737,-0.5478298,"ASF1B","anti-silencing function 1B histone chaperone","55723"
"1553696_s_at",0.00119,3.7965591,0.34407533,"ZNF569","zinc finger protein 569","148266"
"205880_at",0.00119,3.7965283,0.85350076,"PRKD1","protein kinase D1","5587"
"35666_at",0.00119,-3.7963606,-0.64985783,"SEMA3F","semaphorin 3F","6405"
"207857_at",0.00119,-3.7955701,-0.51490292,"LILRA2","leukocyte immunoglobulin like receptor A2","11027"
"206193_s_at",0.00119,-3.7954792,-0.38802068,"CDSN","corneodesmosin","1041"
"232027_at",0.00119,3.7953428,0.392396,"SYNE1","spectrin repeat containing nuclear envelope protein 1","23345"
"231841_s_at",0.00119,-3.7952852,-0.69454101,"KIAA1462","KIAA1462","57608"
"209652_s_at",0.00119,3.7948473,0.98802686,"PGF","placental growth factor","5228"
"217776_at",0.00119,3.7946647,0.37580614,"RDH11","retinol dehydrogenase 11 (all-trans/9-cis/11-cis)","51109"
"1558217_at",0.00119,-3.7946485,-0.74815598,"SLFN13","schlafen family member 13","146857"
"204969_s_at",0.00119,3.7946033,1.0144872,"RDX","radixin","5962"
"210641_at",0.00119,-3.7945094,-0.28730636,"CAPN9","calpain 9","10753"
"222065_s_at",0.00119,-3.7940422,-0.51277095,"FLII","FLII, actin remodeling protein","2314"
"207168_s_at",0.0012,-3.7929123,-0.33355603,"H2AFY","H2A histone family member Y","9555"
"1557432_at",0.0012,-3.7927912,-0.66485672,"RASAL2","RAS protein activator like 2","9462"
"212958_x_at",0.0012,-3.7918807,-0.50185188,"PAM","peptidylglycine alpha-amidating monooxygenase","5066"
"224781_s_at",0.0012,-3.7918378,-0.2439063,"RBM17","RNA binding motif protein 17","84991"
"1557099_at",0.0012,3.7912382,0.33420483,"LOC101929132","uncharacterized LOC101929132","101929132"
"213287_s_at",0.0012,3.7908409,0.56078977,"KRT10","keratin 10","3858"
"206100_at",0.0012,-3.7907627,-0.51823628,"CPM","carboxypeptidase M","1368"
"211935_at",0.00121,3.7901476,0.52788562,"ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1","23204"
"218546_at",0.00121,-3.7900543,-0.96436571,"C1orf115","chromosome 1 open reading frame 115","79762"
"201887_at",0.00121,-3.7898612,-0.51925146,"IL13RA1","interleukin 13 receptor subunit alpha 1","3597"
"1555122_at",0.00121,3.7897881,0.34611473,"ADGRA3","adhesion G protein-coupled receptor A3","166647"
"217033_x_at",0.00121,-3.7896268,-0.29199669,"NTRK3","neurotrophic receptor tyrosine kinase 3","4916"
"237842_at",0.00121,-3.7894833,-0.28329249,"MAP7D3","MAP7 domain containing 3","79649"
"227804_at",0.00121,-3.7892571,-0.57394411,"TLCD1","TLC domain containing 1","116238"
"225757_s_at",0.00121,3.7891969,0.59719355,"CLMN","calmin","79789"
"221552_at",0.00121,3.7889953,0.3291995,"ABHD6","abhydrolase domain containing 6","57406"
"239123_at",0.00121,-3.7889462,-0.57874822,"TSC22D1","TSC22 domain family member 1","8848"
"228243_at",0.00121,3.7889432,0.52188412,"","",""
"222571_at",0.00121,-3.7887417,-0.61773382,"ST6GALNAC6","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6","30815"
"201657_at",0.00121,3.7882179,0.61901143,"ARL1","ADP ribosylation factor like GTPase 1","400"
"1556244_s_at",0.00121,3.7877793,0.5176828,"LOC375196","uncharacterized LOC375196","375196"
"222608_s_at",0.00121,-3.7876756,-0.44650497,"ANLN","anillin actin binding protein","54443"
"223279_s_at",0.00121,-3.7875194,-0.53952267,"UACA","uveal autoantigen with coiled-coil domains and ankyrin repeats","55075"
"235595_at",0.00121,-3.7872487,-0.3403282,"ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2","9181"
"240250_at",0.00121,-3.7872233,-0.2671206,"","",""
"238422_at",0.00121,-3.7871407,-0.27385615,"LBX2-AS1","LBX2 antisense RNA 1","151534"
"230233_at",0.00121,-3.7868664,-0.88343666,"","",""
"200761_s_at",0.00122,-3.7865549,-0.43622166,"ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5","10550"
"207417_s_at",0.00122,3.7865028,0.35320155,"ZNF559-ZNF177///ZNF177","ZNF559-ZNF177 readthrough///zinc finger protein 177","100529215///7730"
"238039_at",0.00122,3.7857768,0.38628204,"SCAMP1-AS1","SCAMP1 antisense RNA 1","728769"
"236075_s_at",0.00122,3.7857111,0.63729639,"LOC101928000","uncharacterized LOC101928000","101928000"
"242255_at",0.00122,3.7854993,0.38035266,"WDR37","WD repeat domain 37","22884"
"215321_at",0.00122,-3.7849614,-0.39830157,"RUNDC3B","RUN domain containing 3B","154661"
"218345_at",0.00122,-3.7843501,-0.78715193,"TMEM176A","transmembrane protein 176A","55365"
"226565_at",0.00122,3.7835931,0.55136013,"TMEM99","transmembrane protein 99","147184"
"213934_s_at",0.00122,3.7833617,0.56753521,"ZNF23","zinc finger protein 23","7571"
"214728_x_at",0.00123,-3.783013,-0.49965777,"SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","6597"
"236860_at",0.00123,-3.7828566,-0.27233948,"NPY6R","neuropeptide Y receptor Y6 (pseudogene)","4888"
"218124_at",0.00123,3.7820222,0.45857367,"RETSAT","retinol saturase","54884"
"238431_at",0.00123,3.7817443,0.43933373,"","",""
"211941_s_at",0.00123,3.7814621,0.58607786,"PEBP1","phosphatidylethanolamine binding protein 1","5037"
"208963_x_at",0.00123,-3.7809837,-0.34631961,"MIR1908///FADS1","microRNA 1908///fatty acid desaturase 1","100302263///3992"
"201797_s_at",0.00123,-3.780844,-0.51283272,"VARS","valyl-tRNA synthetase","7407"
"220261_s_at",0.00123,3.7806403,0.4453248,"ZDHHC4","zinc finger DHHC-type containing 4","55146"
"213761_at",0.00123,3.7801268,0.78454153,"MDM1","Mdm1 nuclear protein","56890"
