"ID","P.Value","t","logFC","Gene.symbol","Gene.title","Gene.ID"
"205683_x_at",0.000385,-3.85,-1.18,"TPSAB1","tryptase alpha/beta 1","7177"
"202933_s_at",0.000386,3.85,0.36,"YES1","YES proto-oncogene 1, Src family tyrosine kinase","7525"
"203150_at",0.000386,3.85,0.49,"RABEPK","Rab9 effector protein with kelch motifs","10244"
"209191_at",0.000387,-3.85,-0.62,"TUBB6","tubulin beta 6 class V","84617"
"202506_at",0.000387,3.85,0.478,"SSFA2","sperm specific antigen 2","6744"
"206085_s_at",0.000389,3.84,0.314,"CTH","cystathionine gamma-lyase","1491"
"208743_s_at",0.000392,-3.84,-0.547,"YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta","7529"
"208909_at",0.000392,3.84,0.41,"UQCRFS1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1","7386"
"212201_at",0.000392,-3.84,-0.468,"ANKLE2","ankyrin repeat and LEM domain containing 2","23141"
"219349_s_at",0.000392,3.84,0.381,"EXOC2","exocyst complex component 2","55770"
"217504_at",0.000394,3.84,0.323,"ABCA6","ATP binding cassette subfamily A member 6","23460"
"220607_x_at",0.000396,3.84,0.631,"NELFCD","negative elongation factor complex member C/D","51497"
"214164_x_at",0.000397,-3.84,-1.97,"CA12","carbonic anhydrase 12","771"
"214925_s_at",0.000398,-3.84,-0.825,"SPTAN1","spectrin alpha, non-erythrocytic 1","6709"
"202918_s_at",4e-04,3.84,0.823,"HSPE1-MOB4///MOB4","HSPE1-MOB4 readthrough///MOB family member 4, phocein","100529241///25843"
"203904_x_at",0.000402,-3.83,-0.439,"CD82","CD82 molecule","3732"
"200946_x_at",0.000402,3.83,0.466,"GLUD1","glutamate dehydrogenase 1","2746"
"219559_at",0.000402,-3.83,-0.471,"SLC17A9","solute carrier family 17 member 9","63910"
"202651_at",0.000402,3.83,0.744,"LPGAT1","lysophosphatidylglycerol acyltransferase 1","9926"
"205109_s_at",0.000403,3.83,0.517,"LOC101930241///ARHGEF4","rho guanine nucleotide exchange factor 4-like///Rho guanine nucleotide exchange factor 4","101930241///50649"
"215039_at",0.000403,3.83,0.637,"LINC01140","long intergenic non-protein coding RNA 1140","339524"
"47773_at",0.000404,3.83,0.385,"FBXO42","F-box protein 42","54455"
"221702_s_at",0.000405,3.83,0.371,"TM2D3","TM2 domain containing 3","80213"
"209034_at",0.000405,3.83,0.39,"PNRC1","proline rich nuclear receptor coactivator 1","10957"
"203038_at",0.000407,-3.83,-0.483,"PTPRK","protein tyrosine phosphatase, receptor type K","5796"
"221646_s_at",0.000407,3.83,1.14,"ZDHHC11B///ZDHHC11","zinc finger DHHC-type containing 11B///zinc finger DHHC-type containing 11","653082///79844"
"214086_s_at",0.000408,3.83,0.335,"PARP2","poly(ADP-ribose) polymerase 2","10038"
"214141_x_at",0.000408,3.83,0.49,"SRSF7","serine and arginine rich splicing factor 7","6432"
"219200_at",0.000409,3.83,0.674,"FASTKD3","FAST kinase domains 3","79072"
"219361_s_at",0.000409,-3.83,-0.312,"AEN","apoptosis enhancing nuclease","64782"
"218281_at",0.000409,3.83,0.486,"MRPL48","mitochondrial ribosomal protein L48","51642"
"212535_at",0.00041,3.83,0.416,"MEF2A","myocyte enhancer factor 2A","4205"
"208804_s_at",0.00041,3.83,0.472,"SRSF6","serine and arginine rich splicing factor 6","6431"
"212958_x_at",0.00041,-3.83,-0.52,"PAM","peptidylglycine alpha-amidating monooxygenase","5066"
"209960_at",0.00041,3.83,0.546,"HGF","hepatocyte growth factor","3082"
"214545_s_at",0.000412,3.83,0.647,"PROSC","proline synthetase cotranscribed homolog (bacterial)","11212"
"203886_s_at",0.000412,3.83,1.54,"FBLN2","fibulin 2","2199"
"212418_at",0.000414,3.82,0.303,"ELF1","E74 like ETS transcription factor 1","1997"
"202783_at",0.000415,3.82,0.633,"NNT","nicotinamide nucleotide transhydrogenase","23530"
"208212_s_at",0.000415,-3.82,-0.291,"ALK","anaplastic lymphoma receptor tyrosine kinase","238"
"205446_s_at",0.000416,3.82,0.648,"ATF2","activating transcription factor 2","1386"
"206734_at",0.000417,3.82,0.625,"JRKL","JRK-like","8690"
"214862_x_at",0.000417,3.82,0.538,"TET1","tet methylcytosine dioxygenase 1","80312"
"209204_at",0.000418,-3.82,-0.491,"LMO4","LIM domain only 4","8543"
"207700_s_at",0.00042,3.82,0.714,"NCOA3","nuclear receptor coactivator 3","8202"
"210825_s_at",0.000421,3.82,0.468,"PEBP1","phosphatidylethanolamine binding protein 1","5037"
"219205_at",0.000423,3.82,0.299,"SRR","serine racemase","63826"
"210597_x_at",0.000423,-3.82,-0.493,"PRB1","proline rich protein BstNI subfamily 1","5542"
"205549_at",0.000424,3.82,1.61,"PCP4","Purkinje cell protein 4","5121"
"203351_s_at",0.000424,3.82,0.434,"ORC4","origin recognition complex subunit 4","5000"
"208802_at",0.000425,3.82,0.689,"SRP72","signal recognition particle 72","6731"
"205401_at",0.000426,3.82,0.696,"AGPS","alkylglycerone phosphate synthase","8540"
"201645_at",0.000428,-3.81,-1.92,"TNC","tenascin C","3371"
"216486_x_at",0.000428,3.81,0.451,"ZNF79","zinc finger protein 79","7633"
"35156_at",0.000428,3.81,0.363,"R3HCC1","R3H domain and coiled-coil containing 1","203069"
"209902_at",0.000429,3.81,0.549,"ATR","ATR serine/threonine kinase","545"
"212270_x_at",0.000429,3.81,0.288,"RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17","RPL17-C18orf32 readthrough///small nucleolar RNA, C/D box 58C///chromosome 18 open reading frame 32///small nucleolar RNA, C/D box 58A///small nucleolar RNA, C/D box 58B///ribosomal protein L17","100526842///100124516///497661///26791///26790///6139"
"201878_at",0.000429,3.81,0.681,"ARIH1","ariadne RBR E3 ubiquitin protein ligase 1","25820"
"216215_s_at",0.00043,3.81,0.448,"RBFOX2","RNA binding protein, fox-1 homolog 2","23543"
"204468_s_at",0.00043,3.81,0.93,"TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1","7075"
"211962_s_at",0.000431,-3.81,-0.625,"ZFP36L1","ZFP36 ring finger protein like 1","677"
"209249_s_at",0.000431,3.81,0.47,"GHITM","growth hormone inducible transmembrane protein","27069"
"212491_s_at",0.000432,3.81,0.535,"DNAJC8","DnaJ heat shock protein family (Hsp40) member C8","22826"
"209963_s_at",0.000433,-3.81,-1.09,"EPOR","erythropoietin receptor","2057"
"203372_s_at",0.000434,3.81,1.04,"SOCS2","suppressor of cytokine signaling 2","8835"
"219329_s_at",0.000434,3.81,0.41,"ATRAID","all-trans retinoic acid induced differentiation factor","51374"
"202548_s_at",0.000435,3.81,0.415,"ARHGEF7","Rho guanine nucleotide exchange factor 7","8874"
"219623_at",0.000437,3.81,0.316,"ACTR5","ARP5 actin-related protein 5 homolog","79913"
"209530_at",0.000438,-3.81,-0.243,"CACNB3","calcium voltage-gated channel auxiliary subunit beta 3","784"
"203652_at",0.000438,-3.81,-0.546,"MAP3K11","mitogen-activated protein kinase kinase kinase 11","4296"
"203212_s_at",0.000439,3.8,0.374,"MTMR2","myotubularin related protein 2","8898"
"212328_at",0.000439,3.8,0.826,"LIMCH1","LIM and calponin homology domains 1","22998"
"61874_at",0.00044,-3.8,-0.615,"CACFD1","calcium channel flower domain containing 1","11094"
"220144_s_at",0.00044,3.8,0.247,"ANKEF1","ankyrin repeat and EF-hand domain containing 1","63926"
"56197_at",0.00044,-3.8,-0.449,"TMEM256-PLSCR3///PLSCR3","TMEM256-PLSCR3 readthrough (NMD candidate)///phospholipid scramblase 3","100529211///57048"
"207469_s_at",0.00044,3.8,1.14,"PIR","pirin","8544"
"32062_at",0.000441,3.8,0.113,"LRRC14","leucine rich repeat containing 14","9684"
"200799_at",0.000442,3.8,0.696,"HSPA1B///HSPA1A","heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A","3304///3303"
"210735_s_at",0.000444,-3.8,-1.6,"CA12","carbonic anhydrase 12","771"
"209962_at",0.000445,-3.8,-1.23,"EPOR","erythropoietin receptor","2057"
"209385_s_at",0.000454,3.79,0.451,"PROSC","proline synthetase cotranscribed homolog (bacterial)","11212"
"212235_at",0.000455,-3.79,-0.506,"PLXND1","plexin D1","23129"
"215646_s_at",0.000455,-3.79,-1.89,"VCAN","versican","1462"
"203553_s_at",0.000456,3.79,0.77,"MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5","11183"
"210089_s_at",0.000457,-3.79,-0.345,"LAMA4","laminin subunit alpha 4","3910"
"200664_s_at",0.000458,3.79,0.959,"DNAJB1","DnaJ heat shock protein family (Hsp40) member B1","3337"
"219217_at",0.000459,3.79,0.681,"NARS2","asparaginyl-tRNA synthetase 2, mitochondrial (putative)","79731"
"212833_at",0.000461,3.79,0.654,"SLC25A46","solute carrier family 25 member 46","91137"
"218761_at",0.000461,3.79,0.411,"RNF111","ring finger protein 111","54778"
"211942_x_at",0.000461,3.79,0.23,"RPL13AP5///RPL13AP6///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A","ribosomal protein L13a pseudogene 5///ribosomal protein L13a pseudogene 6///small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a","728658///644511///26819///26818///26817///26816///23521"
"202958_at",0.000462,3.79,0.642,"PTPN9","protein tyrosine phosphatase, non-receptor type 9","5780"
"203907_s_at",0.000463,3.79,0.356,"IQSEC1","IQ motif and Sec7 domain 1","9922"
"219818_s_at",0.000463,3.79,0.505,"GPATCH1","G-patch domain containing 1","55094"
"214106_s_at",0.000464,3.79,0.329,"GMDS","GDP-mannose 4,6-dehydratase","2762"
"215747_s_at",0.000465,-3.79,-0.185,"RCC1","regulator of chromosome condensation 1","1104"
"203039_s_at",0.000465,3.79,0.522,"NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1","4719"
"201639_s_at",0.000466,-3.79,-0.437,"MIR6849///MIR1234///MIR939///CPSF1","microRNA 6849///microRNA 1234///microRNA 939///cleavage and polyadenylation specific factor 1","102466749///100302196///100126351///29894"
"206613_s_at",0.000466,3.79,0.696,"TAF1A","TATA-box binding protein associated factor, RNA polymerase I subunit A","9015"
"216620_s_at",0.000469,3.78,0.816,"ARHGEF10","Rho guanine nucleotide exchange factor 10","9639"
"218248_at",0.00047,-3.78,-0.747,"FAM111A","family with sequence similarity 111 member A","63901"
"203233_at",0.00047,-3.78,-0.686,"IL4R","interleukin 4 receptor","3566"
"203376_at",0.00047,3.78,0.601,"CDC40","cell division cycle 40","51362"
"213805_at",0.00047,3.78,0.396,"ABHD5","abhydrolase domain containing 5","51099"
"208615_s_at",0.000471,3.78,0.597,"PTP4A2","protein tyrosine phosphatase type IVA, member 2","8073"
"214012_at",0.000472,3.78,0.785,"ERAP1","endoplasmic reticulum aminopeptidase 1","51752"
"209200_at",0.000472,3.78,1.06,"MEF2C","myocyte enhancer factor 2C","4208"
"220949_s_at",0.000474,3.78,0.426,"C7orf49","chromosome 7 open reading frame 49","78996"
"200911_s_at",0.000477,3.78,0.424,"TACC1","transforming acidic coiled-coil containing protein 1","6867"
"218522_s_at",0.000478,-3.78,-0.687,"MAP1S","microtubule associated protein 1S","55201"
"212866_at",0.00048,3.77,0.536,"R3HCC1","R3H domain and coiled-coil containing 1","203069"
"210180_s_at",0.000481,3.77,0.528,"TRA2B","transformer 2 beta homolog (Drosophila)","6434"
"210840_s_at",0.000482,-3.77,-0.407,"IQGAP1","IQ motif containing GTPase activating protein 1","8826"
"203138_at",0.000482,3.77,0.548,"HAT1","histone acetyltransferase 1","8520"
"204040_at",0.000482,-3.77,-0.526,"RNF144A","ring finger protein 144A","9781"
"203598_s_at",0.000483,3.77,0.485,"WBP4","WW domain binding protein 4","11193"
"204732_s_at",0.000483,3.77,0.601,"TRIM23","tripartite motif containing 23","373"
"203658_at",0.000485,3.77,0.557,"SLC25A20","solute carrier family 25 member 20","788"
"210320_s_at",0.000485,-3.77,-0.259,"DDX52","DEAD-box helicase 52","11056"
"201375_s_at",0.000487,3.77,0.419,"PPP2CB","protein phosphatase 2 catalytic subunit beta","5516"
"203011_at",0.000489,3.77,0.625,"IMPA1","inositol monophosphatase 1","3612"
"206053_at",0.00049,3.77,0.225,"ZNF510","zinc finger protein 510","22869"
"212425_at",0.00049,3.77,0.851,"SCAMP1","secretory carrier membrane protein 1","9522"
"212123_at",0.000493,-3.77,-0.777,"TCTN3","tectonic family member 3","26123"
"208870_x_at",0.000493,3.77,0.365,"ATP5C1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","509"
"218203_at",0.000493,3.77,0.529,"ALG5","ALG5, dolichyl-phosphate beta-glucosyltransferase","29880"
"201044_x_at",0.000493,3.77,1.59,"DUSP1","dual specificity phosphatase 1","1843"
"221766_s_at",0.000493,-3.77,-0.98,"FAM46A","family with sequence similarity 46 member A","55603"
"221731_x_at",0.000496,-3.76,-2.03,"VCAN","versican","1462"
"201162_at",0.000496,3.76,0.625,"IGFBP7","insulin like growth factor binding protein 7","3490"
"200741_s_at",0.000497,3.76,0.174,"RPS27","ribosomal protein S27","6232"
"217981_s_at",0.000497,3.76,0.377,"TIMM10B","translocase of inner mitochondrial membrane 10 homolog B (yeast)","26515"
"219558_at",0.000498,3.76,0.806,"ATP13A3","ATPase 13A3","79572"
"204893_s_at",0.000502,3.76,0.541,"ZFYVE9","zinc finger FYVE-type containing 9","9372"
"219260_s_at",0.000503,3.76,1.08,"ELP5","elongator acetyltransferase complex subunit 5","23587"
"202845_s_at",0.000504,3.76,0.265,"RALBP1","ralA binding protein 1","10928"
"216862_s_at",0.000504,3.76,0.375,"CMC4","C-X9-C motif containing 4","100272147"
"201825_s_at",0.000504,3.76,0.552,"SCCPDH","saccharopine dehydrogenase (putative)","51097"
"201019_s_at",0.000507,3.76,0.511,"EIF1AX","eukaryotic translation initiation factor 1A, X-linked","1964"
"210278_s_at",0.000507,3.76,0.495,"AP4S1","adaptor related protein complex 4 sigma 1 subunit","11154"
"212217_at",0.000507,3.76,0.616,"PREPL","prolyl endopeptidase-like","9581"
"216004_s_at",0.000508,3.76,0.404,"PKNOX1","PBX/knotted 1 homeobox 1","5316"
"211810_s_at",0.000508,3.76,0.472,"GALC","galactosylceramidase","2581"
"217822_at",0.000509,3.76,0.377,"WBP11","WW domain binding protein 11","51729"
"219474_at",0.00051,3.76,1.26,"C3orf52","chromosome 3 open reading frame 52","79669"
"201887_at",0.000511,-3.75,-0.429,"IL13RA1","interleukin 13 receptor subunit alpha 1","3597"
"202542_s_at",0.000513,3.75,0.365,"AIMP1","aminoacyl tRNA synthetase complex interacting multifunctional protein 1","9255"
"200924_s_at",0.000516,-3.75,-0.499,"SLC3A2","solute carrier family 3 member 2","6520"
"217356_s_at",0.000516,3.75,0.559,"PGK1","phosphoglycerate kinase 1","5230"
"210792_x_at",0.000516,3.75,0.596,"SIVA1","SIVA1 apoptosis inducing factor","10572"
"210123_s_at",0.000516,3.75,0.413,"LOC101930361///LOC101929970///CHRFAM7A///CHRNA7","uncharacterized LOC101930361///CHRNA7-FAM7A fusion protein///CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion///cholinergic receptor nicotinic alpha 7 subunit","101930361///101929970///89832///1139"
"203006_at",0.000519,3.75,0.643,"INPP5A","inositol polyphosphate-5-phosphatase A","3632"
"212432_at",0.000521,3.75,0.568,"GRPEL1","GrpE like 1, mitochondrial","80273"
"206571_s_at",0.000522,-3.75,-0.901,"MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4","9448"
"218350_s_at",0.000523,3.75,0.613,"GMNN","geminin, DNA replication inhibitor","51053"
"219133_at",0.000524,3.75,0.702,"OXSM","3-oxoacyl-ACP synthase, mitochondrial","54995"
"203875_at",0.000525,3.75,0.642,"SMARCA1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","6594"
"215706_x_at",0.000527,-3.74,-0.781,"ZYX","zyxin","7791"
"212990_at",0.000529,3.74,0.511,"SYNJ1","synaptojanin 1","8867"
"212720_at",0.000531,3.74,0.799,"PAPOLA","poly(A) polymerase alpha","10914"
"218746_at",0.000532,3.74,1.03,"TAPBPL","TAP binding protein like","55080"
"213070_at",0.000534,3.74,0.53,"PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha","5286"
"202900_s_at",0.000534,3.74,0.671,"NUP88","nucleoporin 88","4927"
"212750_at",0.000535,3.74,1.02,"PPP1R16B","protein phosphatase 1 regulatory subunit 16B","26051"
"202403_s_at",0.000536,-3.74,-1.1,"COL1A2","collagen type I alpha 2 chain","1278"
"212042_x_at",0.000536,3.74,0.23,"RPL7","ribosomal protein L7","6129"
"211615_s_at",0.000537,3.74,0.582,"LRPPRC","leucine rich pentatricopeptide repeat containing","10128"
"209865_at",0.000537,3.74,0.605,"SLC35A3","solute carrier family 35 member A3","23443"
"208806_at",0.000537,3.74,0.586,"CHD3","chromodomain helicase DNA binding protein 3","1107"
"219405_at",0.000537,3.74,0.594,"TRIM68","tripartite motif containing 68","55128"
"218331_s_at",0.000539,3.74,0.521,"FAM208B","family with sequence similarity 208 member B","54906"
"218699_at",0.000543,3.73,0.634,"RAB29","RAB29, member RAS oncogene family","8934"
"210484_s_at",0.000543,-3.73,-0.542,"LOC254896///TNFRSF10C","uncharacterized LOC254896///TNF receptor superfamily member 10c","254896///8794"
"222290_at",0.000545,3.73,0.785,"OR2A9P///OR2A20P","olfactory receptor family 2 subfamily A member 9 pseudogene///olfactory receptor family 2 subfamily A member 20 pseudogene","441295///401428"
"210079_x_at",0.000545,3.73,0.17,"KCNAB1","potassium voltage-gated channel subfamily A member regulatory beta subunit 1","7881"
"210273_at",0.000546,-3.73,-0.883,"PCDH7","protocadherin 7","5099"
"202059_s_at",0.000548,-3.73,-0.464,"KPNA1","karyopherin subunit alpha 1","3836"
"209593_s_at",0.000548,3.73,0.524,"TOR1B","torsin family 1 member B","27348"
"219243_at",0.000553,3.73,0.991,"GIMAP4","GTPase, IMAP family member 4","55303"
"201658_at",0.000553,3.73,0.441,"ARL1","ADP ribosylation factor like GTPase 1","400"
"213482_at",0.000553,-3.73,-1.22,"DOCK3","dedicator of cytokinesis 3","1795"
"205334_at",0.000554,-3.73,-1.38,"S100A1","S100 calcium binding protein A1","6271"
"205429_s_at",0.000557,3.73,0.293,"MPP6","membrane palmitoylated protein 6","51678"
"203275_at",0.000557,3.73,0.479,"IRF2","interferon regulatory factor 2","3660"
"203674_at",0.00056,3.72,0.4,"HELZ","helicase with zinc finger","9931"
"201695_s_at",0.00056,-3.72,-1.53,"PNP","purine nucleoside phosphorylase","4860"
"217989_at",0.000561,3.72,0.781,"HSD17B11","hydroxysteroid 17-beta dehydrogenase 11","51170"
"212537_x_at",0.000562,3.72,0.308,"RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17","RPL17-C18orf32 readthrough///small nucleolar RNA, C/D box 58C///chromosome 18 open reading frame 32///small nucleolar RNA, C/D box 58A///small nucleolar RNA, C/D box 58B///ribosomal protein L17","100526842///100124516///497661///26791///26790///6139"
"208127_s_at",0.000565,3.72,0.565,"SOCS5","suppressor of cytokine signaling 5","9655"
"214709_s_at",0.000565,3.72,0.474,"KTN1","kinectin 1","3895"
"46665_at",0.000565,-3.72,-0.513,"SEMA4C","semaphorin 4C","54910"
"204427_s_at",0.000566,3.72,0.595,"TMED2","transmembrane p24 trafficking protein 2","10959"
"206068_s_at",0.000567,3.72,1.25,"ACADL","acyl-CoA dehydrogenase, long chain","33"
"208824_x_at",0.000567,-3.72,-0.638,"CDK16","cyclin dependent kinase 16","5127"
"218738_s_at",0.00057,3.72,0.684,"RNF138","ring finger protein 138","51444"
"210753_s_at",0.000572,3.72,0.103,"EPHB1","EPH receptor B1","2047"
"201590_x_at",0.000576,-3.71,-0.608,"ANXA2","annexin A2","302"
"213698_at",0.000576,3.71,0.376,"TMEM35B///ZMYM6","transmembrane protein 35B///zinc finger MYM-type containing 6","100506144///9204"
"214771_x_at",0.000577,-3.71,-0.374,"MPRIP","myosin phosphatase Rho interacting protein","23164"
"208735_s_at",0.000578,3.71,0.325,"CTDSP2","CTD small phosphatase 2","10106"
"221192_x_at",0.000579,-3.71,-0.544,"MFSD11","major facilitator superfamily domain containing 11","79157"
"211999_at",0.000581,3.71,0.317,"MIR4738///H3F3B///H3F3A","microRNA 4738///H3 histone, family 3B///H3 histone, family 3A","100616282///3021///3020"
"202552_s_at",0.000582,3.71,0.572,"LOC101929500///CRIM1","uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1","101929500///51232"
"208982_at",0.000582,3.71,0.657,"PECAM1","platelet and endothelial cell adhesion molecule 1","5175"
"212719_at",0.000585,3.71,0.684,"PHLPP1","PH domain and leucine rich repeat protein phosphatase 1","23239"
"209702_at",0.000586,3.71,0.421,"FTO","fat mass and obesity associated","79068"
"204485_s_at",0.000587,3.71,0.678,"TOM1L1","target of myb1 like 1 membrane trafficking protein","10040"
"201714_at",0.000588,-3.71,-0.585,"TUBG1","tubulin gamma 1","7283"
"206036_s_at",0.000588,-3.71,-0.612,"REL","REL proto-oncogene, NF-kB subunit","5966"
"210208_x_at",0.000588,-3.71,-0.431,"BAG6","BCL2 associated athanogene 6","7917"
"213620_s_at",0.00059,3.71,1.03,"ICAM2","intercellular adhesion molecule 2","3384"
"209102_s_at",0.000593,3.7,0.431,"HBP1","HMG-box transcription factor 1","26959"
"203791_at",0.000594,3.7,0.577,"DMXL1","Dmx like 1","1657"
"218691_s_at",0.000595,-3.7,-0.778,"PDLIM4","PDZ and LIM domain 4","8572"
"220206_at",0.000597,3.7,0.783,"ZMYM1","zinc finger MYM-type containing 1","79830"
"204638_at",0.000599,-3.7,-1.35,"ACP5","acid phosphatase 5, tartrate resistant","54"
"201651_s_at",6e-04,3.7,0.407,"PACSIN2","protein kinase C and casein kinase substrate in neurons 2","11252"
"206128_at",0.000602,-3.7,-0.343,"ADRA2C","adrenoceptor alpha 2C","152"
"222163_s_at",0.000603,3.7,0.457,"SPATA5L1","spermatogenesis associated 5 like 1","79029"
"202420_s_at",0.000604,3.7,0.32,"DHX9","DEAH-box helicase 9","1660"
"212061_at",0.000604,3.7,0.666,"U2SURP","U2 snRNP associated SURP domain containing","23350"
"211661_x_at",0.000606,-3.7,-0.254,"PTAFR","platelet activating factor receptor","5724"
"211432_s_at",0.000607,-3.7,-0.672,"TYRO3","TYRO3 protein tyrosine kinase","7301"
"219099_at",0.000607,-3.7,-1.07,"TIGAR","TP53 induced glycolysis regulatory phosphatase","57103"
"209467_s_at",0.000608,-3.7,-0.431,"MKNK1","MAP kinase interacting serine/threonine kinase 1","8569"
"220595_at",0.000609,-3.7,-1.74,"PDZRN4","PDZ domain containing ring finger 4","29951"
"205226_at",0.000609,3.7,0.837,"PDGFRL","platelet derived growth factor receptor like","5157"
"210815_s_at",0.000611,3.69,0.986,"CALCRL","calcitonin receptor like receptor","10203"
"220917_s_at",0.000612,3.69,0.863,"WDR19","WD repeat domain 19","57728"
"216220_s_at",0.000615,-3.69,-0.494,"ADORA1","adenosine A1 receptor","134"
"204619_s_at",0.000615,-3.69,-1.3,"VCAN","versican","1462"
"217869_at",0.000616,3.69,0.514,"HSD17B12","hydroxysteroid 17-beta dehydrogenase 12","51144"
"212556_at",0.00062,-3.69,-0.465,"SCRIB","scribbled planar cell polarity protein","23513"
"219214_s_at",0.000621,3.69,0.205,"NT5C","5', 3'-nucleotidase, cytosolic","30833"
"221675_s_at",0.000621,-3.69,-0.911,"CHPT1","choline phosphotransferase 1","56994"
"217993_s_at",0.000621,3.69,0.336,"MAT2B","methionine adenosyltransferase 2B","27430"
"218224_at",0.000622,-3.69,-0.54,"PNMA1","paraneoplastic Ma antigen 1","9240"
"220193_at",0.000623,-3.69,-0.376,"SH3D21","SH3 domain containing 21","79729"
"213444_at",0.000623,3.69,0.543,"ZNF862","zinc finger protein 862","643641"
"215823_x_at",0.000623,-3.69,-0.273,"RLIM///PABPC1","ring finger protein, LIM domain interacting///poly(A) binding protein cytoplasmic 1","51132///26986"
"214798_at",0.000626,3.69,0.216,"ATP2C2","ATPase secretory pathway Ca2+ transporting 2","9914"
"200043_at",0.000626,3.69,0.373,"ERH","enhancer of rudimentary homolog (Drosophila)","2079"
"204550_x_at",0.000627,3.69,0.833,"GSTM1","glutathione S-transferase mu 1","2944"
"206241_at",0.000631,3.68,0.304,"KPNA5","karyopherin subunit alpha 5","3841"
"220488_s_at",0.000631,3.68,0.553,"BCAS3","BCAS3, microtubule associated cell migration factor","54828"
"203466_at",0.000634,-3.68,-0.541,"MPV17","MPV17, mitochondrial inner membrane protein","4358"
"38269_at",0.000635,-3.68,-0.381,"PRKD2","protein kinase D2","25865"
"222230_s_at",0.000635,3.68,0.299,"ACTR10","actin-related protein 10 homolog","55860"
"211685_s_at",0.000637,3.68,0.454,"NCALD","neurocalcin delta","83988"
"37254_at",0.000637,3.68,0.52,"ZNF133","zinc finger protein 133","7692"
"203939_at",0.000639,-3.68,-1.25,"NT5E","5'-nucleotidase ecto","4907"
"214706_at",0.000641,3.68,0.419,"ZNF200","zinc finger protein 200","7752"
"209147_s_at",0.000641,3.68,0.864,"PLPP1","phospholipid phosphatase 1","8611"
"209192_x_at",0.000641,3.68,0.328,"KAT5","lysine acetyltransferase 5","10524"
"214203_s_at",0.000647,-3.68,-0.956,"LOC102724788///PRODH","proline dehydrogenase 1, mitochondrial///proline dehydrogenase 1","102724788///5625"
"202001_s_at",0.000648,3.68,0.397,"NDUFA6","NADH:ubiquinone oxidoreductase subunit A6","4700"
"202289_s_at",0.000649,3.67,0.918,"TACC2","transforming acidic coiled-coil containing protein 2","10579"
"202390_s_at",0.000652,-3.67,-0.289,"HTT","huntingtin","3064"
"218412_s_at",0.000654,-3.67,-0.712,"GTF2IRD1","GTF2I repeat domain containing 1","9569"
"200007_at",0.000655,3.67,0.273,"SRP14","signal recognition particle 14","6727"
"212779_at",0.000655,3.67,0.484,"KIAA1109","KIAA1109","84162"
"215027_at",0.000656,-3.67,-0.537,"RAPGEF3","Rap guanine nucleotide exchange factor 3","10411"
"204136_at",0.000658,-3.67,-0.5,"COL7A1","collagen type VII alpha 1 chain","1294"
"201399_s_at",0.000659,3.67,0.699,"TRAM1","translocation associated membrane protein 1","23471"
"205514_at",0.00066,3.67,0.678,"ZNF415","zinc finger protein 415","55786"
"210157_at",0.000661,3.67,0.415,"URI1","URI1, prefoldin like chaperone","8725"
"202061_s_at",0.000664,3.67,0.508,"SEL1L","SEL1L ERAD E3 ligase adaptor subunit","6400"
"203457_at",0.000664,3.67,0.156,"STX7","syntaxin 7","8417"
"216164_at",0.000669,-3.66,-0.199,"LRRN2","leucine rich repeat neuronal 2","10446"
"56256_at",0.00067,3.66,0.341,"SIDT2","SID1 transmembrane family member 2","51092"
"213282_at",0.00067,3.66,0.219,"APOOL","apolipoprotein O like","139322"
"220750_s_at",0.00067,-3.66,-0.282,"P3H1","prolyl 3-hydroxylase 1","64175"
"203856_at",0.000672,3.66,0.633,"VRK1","vaccinia related kinase 1","7443"
"219548_at",0.000675,3.66,0.492,"ZNF16","zinc finger protein 16","7564"
"45749_at",0.000676,3.66,0.51,"FAM65A","family with sequence similarity 65 member A","79567"
"204125_at",0.00068,3.66,0.51,"NDUFAF1","NADH:ubiquinone oxidoreductase complex assembly factor 1","51103"
"40020_at",0.00068,-3.66,-0.181,"CELSR3","cadherin EGF LAG seven-pass G-type receptor 3","1951"
"202545_at",0.000681,-3.66,-0.576,"PRKCD","protein kinase C delta","5580"
