Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	9	3.435114504	0.07416947	"233720_AT, 209470_S_AT, 236783_AT, 227529_S_AT, 205498_AT, 203911_AT, 1558815_AT, 213308_AT, 225728_AT, 213307_AT, 220177_S_AT, 204288_S_AT, 213664_AT, 209469_AT, 243681_AT"	247	367	20624	2.047634282	1	0.827731281	0.801030272
GOTERM_MF_DIRECT	"GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	11	4.198473282	0.07445202	"222670_S_AT, 201466_S_AT, 207981_S_AT, 206201_S_AT, 204754_AT, 232424_AT, 204755_X_AT, 201693_S_AT, 204753_S_AT, 201465_S_AT, 219735_S_AT, 205249_AT, 243386_AT, 209189_AT, 227642_AT, 218559_S_AT"	236	477	18945	1.851215222	1	0.864876363	0.850898563
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	6	2.290076336	0.075472546	"201466_S_AT, 219181_AT, 205710_AT, 201465_S_AT, 207980_S_AT, 208399_S_AT, 230863_AT, 203685_AT, 209357_AT"	230	190	19414	2.665537757	1	1	0.993019197
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	29	11.06870229	0.076218076	"233720_AT, 226228_AT, 43427_AT, 235867_AT, 208228_S_AT, 227830_AT, 203908_AT, 205221_AT, 217127_AT, 225728_AT, 203638_S_AT, 49452_AT, 229073_AT, 204288_S_AT, 228407_AT, 222670_S_AT, 235201_AT, 229178_AT, 235085_AT, 201466_S_AT, 207981_S_AT, 204623_AT, 205083_AT, 219077_S_AT, 202554_S_AT, 205498_AT, 214307_AT, 1558815_AT, 214044_AT, 227690_AT, 229168_AT, 201465_S_AT, 209447_AT, 203685_AT, 223513_AT, 243278_AT, 209189_AT, 230782_AT, 218559_S_AT, 213664_AT, 219877_AT"	236	1704	18945	1.366189723	1	0.864876363	0.850898563
GOTERM_MF_DIRECT	GO:0005504~fatty acid binding	3	1.145038168	0.076877899	"228766_AT, 205350_AT, 203980_AT, 206488_S_AT, 209555_S_AT"	236	37	18945	6.50881814	1	0.864876363	0.850898563
GOTERM_BP_DIRECT	GO:0033077~T cell differentiation in thymus	3	1.145038168	0.077233841	"222670_S_AT, 203685_AT, 224325_AT, 218559_S_AT"	230	39	19414	6.492976589	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0048513~animal organ development	3	1.145038168	0.077233841	"235201_AT, 219778_AT, 203638_S_AT, 243278_AT, 208228_S_AT"	230	39	19414	6.492976589	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	5	1.908396947	0.079195635	"203980_AT, 204606_AT, 227529_S_AT, 209189_AT, 219093_AT"	230	137	19414	3.08060933	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0009629~response to gravity	2	0.763358779	0.079716069	"209189_AT, 205498_AT"	230	7	19414	24.11677019	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0007379~segment specification	2	0.763358779	0.079716069	"222670_S_AT, 204918_S_AT, 218559_S_AT"	230	7	19414	24.11677019	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0098907~regulation of SA node cell action potential	2	0.763358779	0.079716069	"202920_AT, 214044_AT"	230	7	19414	24.11677019	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0022612~gland morphogenesis	2	0.763358779	0.079716069	"203638_S_AT, 203685_AT, 208228_S_AT"	230	7	19414	24.11677019	1	1	0.993019197
GOTERM_CC_DIRECT	GO:0000785~chromatin	19	7.251908397	0.080013412	"207980_S_AT, 204754_AT, 201693_S_AT, 219735_S_AT, 243386_AT, 222670_S_AT, 235201_AT, 224017_AT, 203543_S_AT, 219778_AT, 201466_S_AT, 207981_S_AT, 206201_S_AT, 219195_AT, 204755_X_AT, 204753_S_AT, 230536_AT, 201465_S_AT, 205249_AT, 243278_AT, 209189_AT, 227642_AT, 209357_AT, 227719_AT, 218559_S_AT, 213920_AT"	247	1053	20624	1.506611148	1	0.858605462	0.830908512
GOTERM_BP_DIRECT	GO:0046627~negative regulation of insulin receptor signaling pathway	3	1.145038168	0.080687812	"204686_AT, 210038_AT, 219093_AT, 242979_AT"	230	40	19414	6.330652174	1	1	0.993019197
GOTERM_MF_DIRECT	GO:0016229~steroid dehydrogenase activity	2	0.763358779	0.083677823	"211653_X_AT, 209699_X_AT, 216594_X_AT, 204151_X_AT"	236	7	18945	22.93583535	1	0.900446144	0.885893479
GOTERM_MF_DIRECT	GO:0005372~water transmembrane transporter activity	2	0.763358779	0.083677823	"229151_AT, 226228_AT"	236	7	18945	22.93583535	1	0.900446144	0.885893479
GOTERM_BP_DIRECT	GO:0030177~positive regulation of Wnt signaling pathway	3	1.145038168	0.08418884	"219179_AT, 205289_AT, 203638_S_AT, 208228_S_AT, 205290_S_AT"	230	41	19414	6.176246023	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0007405~neuroblast proliferation	3	1.145038168	0.08418884	"209292_AT, 204796_AT, 204797_S_AT, 227526_AT, 209293_X_AT"	230	41	19414	6.176246023	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0009653~anatomical structure morphogenesis	5	1.908396947	0.085891688	"226145_S_AT, 230964_AT, 219778_AT, 219059_S_AT, 227719_AT"	230	141	19414	2.993216158	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0032870~cellular response to hormone stimulus	3	1.145038168	0.087735345	"242680_AT, 238835_AT, 209189_AT, 205498_AT"	230	42	19414	6.029192547	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	5	1.908396947	0.089340136	"203700_S_AT, 231771_AT, 231240_AT, 203699_S_AT, 203638_S_AT, 227529_S_AT, 209189_AT, 208228_S_AT"	230	143	19414	2.951352995	1	1	0.993019197
GOTERM_CC_DIRECT	GO:0030425~dendrite	10	3.816793893	0.08937727	"233720_AT, 236783_AT, 230863_AT, 203911_AT, 1558815_AT, 209737_AT, 230425_AT, 225728_AT, 202908_AT, 206070_S_AT, 244675_AT, 205710_AT, 204288_S_AT, 213664_AT"	247	448	20624	1.863794101	1	0.923565127	0.893772703
GOTERM_BP_DIRECT	GO:0071277~cellular response to calcium ion	4	1.526717557	0.090454538	"230031_AT, 223582_AT, 201466_S_AT, 201465_S_AT, 209189_AT"	230	90	19414	3.751497585	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0010518~positive regulation of phospholipase activity	2	0.763358779	0.090575296	"210764_S_AT, 203638_S_AT, 208228_S_AT"	230	8	19414	21.10217391	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0044539~long-chain fatty acid import	2	0.763358779	0.090575296	"228766_AT, 206488_S_AT, 229778_AT, 209555_S_AT"	230	8	19414	21.10217391	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0010882~regulation of cardiac muscle contraction by calcium ion signaling	2	0.763358779	0.090575296	"202920_AT, 214044_AT"	230	8	19414	21.10217391	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0048762~mesenchymal cell differentiation	2	0.763358779	0.090575296	"205289_AT, 203638_S_AT, 208228_S_AT, 205290_S_AT"	230	8	19414	21.10217391	1	1	0.993019197
GOTERM_MF_DIRECT	GO:0042169~SH2 domain binding	3	1.145038168	0.091701296	"205051_S_AT, 204686_AT, 205498_AT, 242979_AT"	236	41	18945	5.873811492	1	0.960182674	0.94466457
GOTERM_BP_DIRECT	GO:0043087~regulation of GTPase activity	4	1.526717557	0.09276411	"206070_S_AT, 203474_AT, 206806_AT, 203911_AT"	230	91	19414	3.710272336	1	1	0.993019197
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	8	3.053435115	0.094439437	"230031_AT, 201466_S_AT, 203700_S_AT, 202908_AT, 231240_AT, 203699_S_AT, 201465_S_AT, 205249_AT, 219195_AT, 203685_AT, 224325_AT"	236	312	18945	2.058344198	1	0.960182674	0.94466457
GOTERM_BP_DIRECT	GO:0030501~positive regulation of bone mineralization	3	1.145038168	0.094958623	"223582_AT, 205289_AT, 210764_S_AT, 205290_S_AT"	230	44	19414	5.75513834	1	1	0.993019197
GOTERM_MF_DIRECT	GO:0042379~chemokine receptor binding	2	0.763358779	0.095048386	"204606_AT, 209687_AT"	236	8	18945	20.06885593	1	0.960182674	0.94466457
GOTERM_MF_DIRECT	GO:0017046~peptide hormone binding	3	1.145038168	0.099400686	"242680_AT, 238835_AT, 219054_AT, 205498_AT"	236	43	18945	5.600610958	1	0.964771363	0.949179099
GOTERM_MF_DIRECT	GO:0015459~potassium channel regulator activity	3	1.145038168	0.099400686	"210471_S_AT, 210078_S_AT, 236783_AT, 207789_S_AT, 228546_AT"	236	43	18945	5.600610958	1	0.964771363	0.949179099
